AA,BB,CC,Value
AA,BB,CC,Value
AAdk,BBtw,CChv,0.34
AAdk,BBdn,CCrv,1.15
AAdk,BBnw,CCtv,2.95
AAdk,BBtw,CCrz,6.85
AAdk,BBdn,CCfh,7.3
AAdk,BBnw,CCdl,8.13
AAdk,BBtw,CCjz,7.27
AAdk,BBdn,CCcs,10.52
AAdk,BBnw,CCcp,10.54
AAnt,BBtw,CChv,8.27
AAnt,BBdn,CCrv,8.52
AAnt,BBnw,CCtv,9.11
AAnt,BBtw,CCrz,17.68
AAnt,BBdn,CCfh,18.93
AAnt,BBnw,CCdl,18.06
AAnt,BBtw,CCjz,20.83
AAnt,BBdn,CCcs,21.42
AAnt,BBnw,CCcp,21.57
AAst,BBtw,CChv,22.44
AAst,BBdn,CCrv,21.23
AAst,BBnw,CCtv,25.43
AAst,BBtw,CCrz,26.35
AAst,BBdn,CCfh,26.03
AAst,BBnw,CCdl,27.83
AAst,BBtw,CCjz,26.66
AAst,BBdn,CCcs,24.63
AAst,BBnw,CCcp,18.73
