AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,900.1
AAdk,BBtw,CCst,DDnw,775.22
AAdk,BBtw,CCbx,DDrz,141.63
AAdk,BBtw,CChv,DDcl,404.81
AAdk,BBtw,CCst,DDlp,918.69
AAdk,BBtw,CCbx,DDcs,26.62
AAdk,BBtw,CChv,DDhm,155.77
AAdk,BBtw,CCst,DDnt,30.69
AAdk,BBtw,CCbx,DDnw,167.6
AAdk,BBrv,CChv,DDnt,173.36
AAdk,BBrv,CCst,DDnw,691.45
AAdk,BBrv,CCbx,DDrz,827.48
AAdk,BBrv,CChv,DDcl,323.37
AAdk,BBrv,CCst,DDlp,714.83
AAdk,BBrv,CCbx,DDcs,970.67
AAdk,BBrv,CChv,DDhm,721.94
AAdk,BBrv,CCst,DDnt,212.34
AAdk,BBrv,CCbx,DDnw,853.22
AAdk,BBtw,CChv,DDnt,852.92
AAdk,BBtw,CCst,DDnw,984.72
AAdk,BBtw,CCbx,DDrz,609.78
AAdk,BBtw,CChv,DDcl,993.56
AAdk,BBtw,CCst,DDlp,613.32
AAdk,BBtw,CCbx,DDcs,614.02
AAdk,BBtw,CChv,DDhm,999.44
AAdk,BBtw,CCst,DDnt,623.67
AAdk,BBtw,CCbx,DDnw,639.63
