AA,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,355.07
AAdk,BBtw,CChv,DDtv,EEmn,165.11
AAdk,BBtw,CChv,DDpw,EEfh,197.44
AAdk,BBtw,CChv,DDpq,EEdn,136.1
AAdk,BBtw,CChv,DDcs,EEmn,104.2
AAdk,BBtw,CChv,DDnt,EEdn,456.14
AAdk,BBtw,CChv,DDtv,EEmn,108.49
AAdk,BBtw,CChv,DDpw,EEfh,332.01
AAdk,BBtw,CChv,DDpq,EEdn,238.87
AAdk,BBtw,CChv,DDcs,EEmn,303.5
AAdk,BBtw,CChv,DDnt,EEdn,175.16
AAdk,BBtw,CChv,DDtv,EEmn,112.54
AAdk,BBtw,CChv,DDpw,EEfh,116.47
AAdk,BBtw,CChv,DDpq,EEdn,376.52
AAdk,BBtw,CChv,DDcs,EEmn,382.7
