AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,513.49
AAdk,BBtw,CCst,DDnw,898.05
AAdk,BBtw,CCbx,DDrz,133.85
AAdk,BBtw,CChv,DDcl,782.74
AAdk,BBtw,CCst,DDlp,17.99
AAdk,BBtw,CCbx,DDcs,146.2
AAdk,BBtw,CChv,DDhm,531.54
AAdk,BBtw,CCst,DDnt,149.68
AAdk,BBtw,CCbx,DDnw,409.97
AAdk,BBrv,CChv,DDnt,666.03
AAdk,BBrv,CCst,DDnw,283.12
AAdk,BBrv,CCbx,DDrz,286.66
AAdk,BBrv,CChv,DDcl,31.54
AAdk,BBrv,CCst,DDlp,160.05
AAdk,BBrv,CCbx,DDcs,36.54
AAdk,BBrv,CChv,DDhm,551.73
AAdk,BBrv,CCst,DDnt,427.24
AAdk,BBrv,CCbx,DDnw,555.14
AAdk,BBmn,CChv,DDnt,302.19
AAdk,BBmn,CCst,DDnw,181.62
AAdk,BBmn,CCbx,DDrz,825.13
AAdk,BBmn,CChv,DDcl,186.45
AAdk,BBmn,CCst,DDlp,832.12
AAdk,BBmn,CCbx,DDcs,705.23
AAdk,BBmn,CChv,DDhm,962.22
AAdk,BBmn,CCst,DDnt,579.99
AAdk,BBmn,CCbx,DDnw,456.93
AAdk,BBtw,CChv,DDnt,80.79
AAdk,BBtw,CCst,DDnw,856.23
AAdk,BBtw,CCbx,DDrz,348.61
AAdk,BBtw,CChv,DDcl,861.75
AAdk,BBtw,CCst,DDlp,230.13
AAdk,BBtw,CCbx,DDcs,359.12
AAdk,BBtw,CChv,DDhm,489.54
AAdk,BBtw,CCst,DDnt,619.31
AAdk,BBtw,CCbx,DDnw,119.66
