Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,130.05
AAdk,BBtw,CCst,DDnw,909.44
AAdk,BBtw,CCbx,DDrz,528.28
AAdk,BBtw,CChv,DDcl,914.97
AAdk,BBtw,CCst,DDlp,275.62
AAdk,BBtw,CCbx,DDcs,18.01
AAdk,BBtw,CChv,DDhm,19.72
AAdk,BBtw,CCst,DDnt,278.08
AAdk,BBtw,CCbx,DDnw,538.44
AAdk,BBrv,CChv,DDnt,794.0
AAdk,BBrv,CCst,DDnw,924.92
AAdk,BBrv,CCbx,DDrz,414.47
AAdk,BBrv,CChv,DDcl,544.24
AAdk,BBrv,CCst,DDlp,291.64
AAdk,BBrv,CCbx,DDcs,679.8
AAdk,BBrv,CChv,DDhm,298.29
AAdk,BBrv,CCst,DDnt,689.74
AAdk,BBrv,CCbx,DDnw,820.14
AAdk,BBmn,CChv,DDnt,821.83
AAdk,BBmn,CCst,DDnw,701.3
AAdk,BBmn,CCbx,DDrz,318.63
AAdk,BBmn,CChv,DDcl,446.87
AAdk,BBmn,CCst,DDlp,317.14
AAdk,BBmn,CCbx,DDcs,833.09
AAdk,BBmn,CChv,DDhm,719.05
AAdk,BBmn,CCst,DDnt,207.97
AAdk,BBmn,CCbx,DDnw,592.98
AAdk,BBtw,CChv,DDnt,591.3
AAdk,BBtw,CCst,DDnw,214.38
AAdk,BBtw,CCbx,DDrz,223.94
AAdk,BBtw,CChv,DDcl,608.81
AAdk,BBtw,CCst,DDlp,224.44
AAdk,BBtw,CCbx,DDcs,868.33
AAdk,BBtw,CChv,DDhm,364.06
AAdk,BBtw,CCst,DDnt,496.15
AAdk,BBtw,CCbx,DDnw,892.29
