AA,BB,CC,DD,EE,FF,Value
AA,BB,CC,DD,EE,FF,Value
AAdk,BBtw,CChv,DDnt,EEdn,FFrv,0.99
AAdk,BBtw,CCtv,DDmn,EEbx,FFrz,0.8
AAdk,BBtw,CChv,DDcl,EEdn,FFrv,4.02
AAdk,BBtw,CCtv,DDhz,EEbx,FFrz,9.67
AAdk,BBtw,CChv,DDhm,EEdn,FFrv,15.4
AAdk,BBtw,CCtv,DDnt,EEbx,FFrz,16.72
AAst,BBnw,CChv,DDnt,EEdn,FFrv,23.51
AAst,BBnw,CCtv,DDmn,EEbx,FFrz,23.99
AAst,BBnw,CChv,DDcl,EEdn,FFrv,26.8
AAst,BBnw,CCtv,DDhz,EEbx,FFrz,27.94
AAst,BBnw,CChv,DDhm,EEdn,FFrv,40.31
AAst,BBnw,CCtv,DDnt,EEbx,FFrz,44.84
AAdk,BBpw,CChv,DDnt,EEdn,FFrv,45.54
AAdk,BBpw,CCtv,DDmn,EEbx,FFrz,50.77
AAdk,BBpw,CChv,DDcl,EEdn,FFrv,54.8
AAdk,BBpw,CCtv,DDhz,EEbx,FFrz,55.38
AAdk,BBpw,CChv,DDhm,EEdn,FFrv,61.3
AAdk,BBpw,CCtv,DDnt,EEbx,FFrz,69.79
AAst,BBlp,CChv,DDnt,EEdn,FFrv,70.46
AAst,BBlp,CCtv,DDmn,EEbx,FFrz,71.89
AAst,BBlp,CChv,DDcl,EEdn,FFrv,75.21
AAst,BBlp,CCtv,DDhz,EEbx,FFrz,76.72
AAst,BBlp,CChv,DDhm,EEdn,FFrv,77.17
AAst,BBlp,CCtv,DDnt,EEbx,FFrz,75.65
AAdk,BBqx,CChv,DDnt,EEdn,FFrv,85.78
AAdk,BBqx,CCtv,DDmn,EEbx,FFrz,87.14
AAdk,BBqx,CChv,DDcl,EEdn,FFrv,89.32
AAdk,BBqx,CCtv,DDhz,EEbx,FFrz,91.87
AAdk,BBqx,CChv,DDhm,EEdn,FFrv,97.81
AAdk,BBqx,CCtv,DDnt,EEbx,FFrz,99.17
