AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,772.09
AAdk,BBtw,CCst,DDnw,905.01
AAdk,BBtw,CCbx,DDrz,905.94
AAdk,BBtw,CChv,DDcl,778.34
AAdk,BBtw,CCst,DDlp,15.2
AAdk,BBtw,CCbx,DDcs,400.98
AAdk,BBtw,CChv,DDhm,272.08
AAdk,BBtw,CCst,DDnt,917.54
AAdk,BBtw,CCbx,DDnw,23.04
AAdk,BBrv,CChv,DDnt,798.59
AAdk,BBrv,CCst,DDnw,39.01
AAdk,BBrv,CCbx,DDrz,808.55
AAdk,BBrv,CChv,DDcl,424.38
AAdk,BBrv,CCst,DDlp,680.44
AAdk,BBrv,CCbx,DDcs,43.32
AAdk,BBrv,CChv,DDhm,949.21
AAdk,BBrv,CCst,DDnt,442.62
AAdk,BBrv,CCbx,DDnw,316.36
AAdk,BBmn,CChv,DDnt,191.62
AAdk,BBmn,CCst,DDnw,66.47
AAdk,BBmn,CCbx,DDrz,451.25
AAdk,BBmn,CChv,DDcl,452.47
AAdk,BBmn,CCst,DDlp,67.79
AAdk,BBmn,CCbx,DDcs,718.26
AAdk,BBmn,CChv,DDhm,79.83
AAdk,BBmn,CCst,DDnt,465.27
AAdk,BBmn,CCbx,DDnw,342.56
AAdk,BBtw,CChv,DDnt,599.51
AAdk,BBtw,CCst,DDnw,475.58
AAdk,BBtw,CCbx,DDrz,997.91
AAdk,BBtw,CChv,DDcl,872.58
AAdk,BBtw,CCst,DDlp,489.27
AAdk,BBtw,CCbx,DDcs,492.14
AAdk,BBtw,CChv,DDhm,751.34
AAdk,BBtw,CCst,DDnt,760.31
AAdk,BBtw,CCbx,DDnw,255.24
