AA,BB,CC,Value
AA,BB,CC,Value
AAdk,BBtw,CChv,2.27
AAdk,BBdn,CCrv,3.1
AAdk,BBnw,CCtv,4.8
AAdk,BBtw,CCrz,4.59
AAdk,BBdn,CCfh,6.3
AAdk,BBnw,CCdl,8.43
AAdk,BBtw,CCjz,9.8
AAdk,BBdn,CCcs,10.31
AAdk,BBnw,CChv,11.02
AAnt,BBtw,CChv,10.29
AAnt,BBdn,CCrv,13.97
AAnt,BBnw,CCtv,14.96
AAnt,BBtw,CCrz,13.78
AAnt,BBdn,CCfh,14.7
AAnt,BBnw,CCdl,17.09
AAnt,BBtw,CCjz,18.69
AAnt,BBdn,CCcs,18.92
AAnt,BBnw,CChv,18.02
AAst,BBtw,CChv,17.06
AAst,BBdn,CCrv,17.34
AAst,BBnw,CCtv,23.1
AAst,BBtw,CCrz,17.15
AAst,BBdn,CCfh,25.97
AAst,BBnw,CCdl,26.0
AAst,BBtw,CCjz,27.25
AAst,BBdn,CCcs,26.12
AAst,BBnw,CChv,8.34
