AA,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,1.88
AAdk,BBtw,CChv,DDtv,EEmn,7.99
AAdk,BBtw,CChv,DDnt,EEfh,8.24
AAdk,BBtw,CChv,DDtv,EElp,16.54
AAdk,BBtw,CChv,DDnt,EEfx,20.92
AAdk,BBtw,CChv,DDtv,EEdn,24.11
AArv,BBst,CCnw,DDnt,EEdn,-92.58
AArv,BBst,CCnw,DDtv,EEmn,37.6
AArv,BBst,CCnw,DDnt,EEfh,-88.94
AArv,BBst,CCnw,DDtv,EElp,-82.65
AArv,BBst,CCnw,DDnt,EEfx,48.05
AArv,BBst,CCnw,DDtv,EEdn,49.06
AAdk,BBrz,CCdt,DDnt,EEdn,53.67
AAdk,BBrz,CCdt,DDtv,EEmn,-71.55
AAdk,BBrz,CCdt,DDnt,EEfh,62.12
AAdk,BBrz,CCdt,DDtv,EElp,64.05
AAdk,BBrz,CCdt,DDnt,EEfx,69.33
AAdk,BBrz,CCdt,DDtv,EEdn,-56.93
AArv,BBsy,CCdl,DDnt,EEdn,78.86
AArv,BBsy,CCdl,DDtv,EEmn,83.46
AArv,BBsy,CCdl,DDnt,EEfh,83.76
AArv,BBsy,CCdl,DDtv,EElp,-42.66
AArv,BBsy,CCdl,DDnt,EEfx,91.31
AArv,BBsy,CCdl,DDtv,EEdn,92.87
AAdk,BBhz,CChv,DDnt,EEdn,96.24
AAdk,BBhz,CChv,DDtv,EEmn,97.21
AAdk,BBhz,CChv,DDnt,EEfh,-22.88
AAdk,BBhz,CChv,DDtv,EElp,-17.88
AAdk,BBhz,CChv,DDnt,EEfx,-4.91
AAdk,BBhz,CChv,DDtv,EEdn,-1.82
