AAdk-Export,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,129.06
AAdk,BBtw,CChv,DDtv,EEmn,130.55
AAdk,BBtw,CChv,DDnt,EEfh,773.83
AAdk,BBtw,CChv,DDtv,EElp,390.37
AAdk,BBtw,CChv,DDnt,EEfx,262.9
AAdk,BBtw,CChv,DDtv,EEdn,394.94
AAdk,BBst,CChv,DDnt,EEdn,12.7
AAdk,BBst,CChv,DDtv,EEmn,401.8
AAdk,BBst,CChv,DDnt,EEfh,531.03
AAdk,BBst,CChv,DDtv,EElp,538.68
AAdk,BBst,CChv,DDnt,EEfx,798.0
AAdk,BBst,CChv,DDtv,EEdn,172.98
AAdk,BBrz,CChv,DDnt,EEdn,175.67
AAdk,BBrz,CChv,DDtv,EEmn,51.74
AAdk,BBrz,CChv,DDnt,EEfh,824.59
AAdk,BBrz,CChv,DDtv,EElp,827.23
AAdk,BBrz,CChv,DDnt,EEfx,68.23
AAdk,BBrz,CChv,DDtv,EEdn,325.71
AAdk,BBtw,CChv,DDnt,EEdn,968.73
AAdk,BBtw,CChv,DDtv,EEmn,722.7
AAdk,BBtw,CChv,DDnt,EEfh,854.76
AAdk,BBtw,CChv,DDtv,EElp,342.09
AAdk,BBtw,CChv,DDnt,EEfx,731.06
AAdk,BBtw,CChv,DDtv,EEdn,992.46
AAdk,BBst,CChv,DDnt,EEdn,740.18
AAdk,BBst,CChv,DDtv,EEmn,357.48
AAdk,BBst,CChv,DDnt,EEfh,742.81
AAdk,BBst,CChv,DDtv,EElp,376.97
AAdk,BBst,CChv,DDnt,EEfx,504.94
AAdk,BBst,CChv,DDtv,EEdn,510.35
