AA,BB,CC,Value
AA,BB,CC,Value
AAdk,BBtw,CChv,0.61
AAdk,BBdn,CCrv,1.29
AAdk,BBnw,CCtv,2.57
AAdk,BBtw,CCrz,3.04
AAdk,BBdn,CCfh,4.98
AAdk,BBnw,CCdl,5.13
AAdk,BBtw,CCjz,6.29
AAdk,BBdn,CCcs,7.77
AAdk,BBnw,CChv,7.03
AAnt,BBtw,CChv,9.71
AAnt,BBdn,CCrv,9.51
AAnt,BBnw,CCtv,5.07
AAnt,BBtw,CCrz,12.99
AAnt,BBdn,CCfh,8.61
AAnt,BBnw,CCdl,16.65
AAnt,BBtw,CCjz,17.01
AAnt,BBdn,CCcs,18.71
AAnt,BBnw,CChv,17.05
AAst,BBtw,CChv,20.32
AAst,BBdn,CCrv,21.81
AAst,BBnw,CCtv,22.55
AAst,BBtw,CCrz,20.38
AAst,BBdn,CCfh,22.67
AAst,BBnw,CCdl,16.39
AAst,BBtw,CCjz,26.05
AAst,BBdn,CCcs,22.33
AAst,BBnw,CChv,0.22
