Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,138.25
AAdk,BBtw,CCst,DDnw,395.01
AAdk,BBtw,CCbx,DDrz,654.83
AAdk,BBtw,CChv,DDcl,535.16
AAdk,BBtw,CCst,DDlp,27.12
AAdk,BBtw,CCbx,DDcs,160.09
AAdk,BBtw,CChv,DDhm,930.4
AAdk,BBtw,CCst,DDnt,164.34
AAdk,BBtw,CCbx,DDnw,43.98
AAdk,BBrv,CChv,DDnt,302.97
AAdk,BBrv,CCst,DDnw,826.46
AAdk,BBrv,CCbx,DDrz,319.41
AAdk,BBrv,CChv,DDcl,69.51
AAdk,BBrv,CCst,DDlp,709.58
AAdk,BBrv,CCbx,DDcs,711.57
AAdk,BBrv,CChv,DDhm,722.9
AAdk,BBrv,CCst,DDnt,216.87
AAdk,BBrv,CCbx,DDnw,474.71
AAdk,BBmn,CChv,DDnt,351.51
AAdk,BBmn,CCst,DDnw,738.66
AAdk,BBmn,CCbx,DDrz,227.89
AAdk,BBmn,CChv,DDcl,740.06
AAdk,BBmn,CCst,DDlp,741.67
AAdk,BBmn,CCbx,DDcs,871.54
AAdk,BBmn,CChv,DDhm,106.13
AAdk,BBmn,CCst,DDnt,106.08
AAdk,BBmn,CCbx,DDnw,363.22
AAdk,BBtw,CChv,DDnt,748.07
AAdk,BBtw,CCst,DDnw,880.41
AAdk,BBtw,CCbx,DDrz,241.51
AAdk,BBtw,CChv,DDcl,370.63
AAdk,BBtw,CCst,DDlp,755.92
AAdk,BBtw,CCbx,DDcs,373.49
AAdk,BBtw,CChv,DDhm,762.19
AAdk,BBtw,CCst,DDnt,637.53
AAdk,BBtw,CCbx,DDnw,383.17
