AA,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AApqr,BBnqx,CCbt,DDmx,EEmz,-0.19
AApqr,BBnqx,CCbt,DDcy,EEbkv,2.92
AApqr,BBnqx,CCbt,DDmx,EEkqy,2.87
AApqr,BBnqx,CCbt,DDcy,EEqz,8.13
AApqr,BBnqx,CCbt,DDmx,EEcrv,18.98
AApqr,BBnqx,CCbt,DDcy,EEdhv,22.56
AApqr,BBnqx,CCbt,DDmx,EEmz,27.4
AApqr,BBnqx,CCbt,DDcy,EEbkv,28.66
AAgqt,BBfnw,CCkrs,DDmx,EEmz,-99.45
AAgqt,BBfnw,CCkrs,DDcy,EEbkv,-92.75
AAgqt,BBfnw,CCkrs,DDmx,EEkqy,38.65
AAgqt,BBfnw,CCkrs,DDcy,EEqz,-90.8
AAgqt,BBfnw,CCkrs,DDmx,EEcrv,41.49
AAgqt,BBfnw,CCkrs,DDcy,EEdhv,-86.27
AAgqt,BBfnw,CCkrs,DDmx,EEmz,-86.01
AAgqt,BBfnw,CCkrs,DDcy,EEbkv,-84.68
AAhpx,BBlmr,CCcqx,DDmx,EEmz,-83.98
AAhpx,BBlmr,CCcqx,DDcy,EEbkv,-83.73
AAhpx,BBlmr,CCcqx,DDmx,EEkqy,45.04
AAhpx,BBlmr,CCcqx,DDcy,EEqz,48.97
AAhpx,BBlmr,CCcqx,DDmx,EEcrv,-79.7
AAhpx,BBlmr,CCcqx,DDcy,EEdhv,50.35
AAhpx,BBlmr,CCcqx,DDmx,EEmz,51.39
AAhpx,BBlmr,CCcqx,DDcy,EEbkv,-79.76
AApqr,BBnry,CCbt,DDmx,EEmz,53.6
AApqr,BBnry,CCbt,DDcy,EEbkv,54.1
AApqr,BBnry,CCbt,DDmx,EEkqy,-75.62
AApqr,BBnry,CCbt,DDcy,EEqz,-75.2
AApqr,BBnry,CCbt,DDmx,EEcrv,57.09
AApqr,BBnry,CCbt,DDcy,EEdhv,-68.49
AApqr,BBnry,CCbt,DDmx,EEmz,-67.76
AApqr,BBnry,CCbt,DDcy,EEbkv,64.71
AAgqt,BBhpt,CCkrs,DDmx,EEmz,66.5
AAgqt,BBhpt,CCkrs,DDcy,EEbkv,-61.59
AAgqt,BBhpt,CCkrs,DDmx,EEkqy,66.02
AAgqt,BBhpt,CCkrs,DDcy,EEqz,-59.72
AAgqt,BBhpt,CCkrs,DDmx,EEcrv,-58.11
AAgqt,BBhpt,CCkrs,DDcy,EEdhv,68.11
AAgqt,BBhpt,CCkrs,DDmx,EEmz,72.64
AAgqt,BBhpt,CCkrs,DDcy,EEbkv,73.2
AAhpx,BBlsx,CCcqx,DDmx,EEmz,-54.07
AAhpx,BBlsx,CCcqx,DDcy,EEbkv,77.95
AAhpx,BBlsx,CCcqx,DDmx,EEkqy,78.1
AAhpx,BBlsx,CCcqx,DDcy,EEqz,-49.87
AAhpx,BBlsx,CCcqx,DDmx,EEcrv,80.42
AAhpx,BBlsx,CCcqx,DDcy,EEdhv,-43.11
AAhpx,BBlsx,CCcqx,DDmx,EEmz,86.86
AAhpx,BBlsx,CCcqx,DDcy,EEbkv,86.29
AApqr,BBgv,CCbt,DDmx,EEmz,-40.11
AApqr,BBgv,CCbt,DDcy,EEbkv,90.53
AApqr,BBgv,CCbt,DDmx,EEkqy,90.76
AApqr,BBgv,CCbt,DDcy,EEqz,95.77
AApqr,BBgv,CCbt,DDmx,EEcrv,-31.23
AApqr,BBgv,CCbt,DDcy,EEdhv,-30.54
AApqr,BBgv,CCbt,DDmx,EEmz,99.97
AApqr,BBgv,CCbt,DDcy,EEbkv,-28.64
AAgqt,BBdfv,CCkrs,DDmx,EEmz,-29.67
AAgqt,BBdfv,CCkrs,DDcy,EEbkv,98.31
AAgqt,BBdfv,CCkrs,DDmx,EEkqy,-29.96
AAgqt,BBdfv,CCkrs,DDcy,EEqz,-17.36
AAgqt,BBdfv,CCkrs,DDmx,EEcrv,-15.87
AAgqt,BBdfv,CCkrs,DDcy,EEdhv,-14.26
AAgqt,BBdfv,CCkrs,DDmx,EEmz,-10.89
AAgqt,BBdfv,CCkrs,DDcy,EEbkv,-4.85
