Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,128.23
AAdk,BBtw,CCst,DDnw,386.0
AAdk,BBtw,CCbx,DDrz,903.46
AAdk,BBtw,CChv,DDcl,522.51
AAdk,BBtw,CCst,DDlp,139.49
AAdk,BBtw,CCbx,DDcs,143.45
AAdk,BBtw,CChv,DDhm,528.91
AAdk,BBtw,CCst,DDnt,273.89
AAdk,BBtw,CCbx,DDnw,402.87
AAdk,BBrv,CChv,DDnt,789.31
AAdk,BBrv,CCst,DDnw,798.97
AAdk,BBrv,CCbx,DDrz,415.26
AAdk,BBrv,CChv,DDcl,289.16
AAdk,BBrv,CCst,DDlp,546.33
AAdk,BBrv,CCbx,DDcs,421.12
AAdk,BBrv,CChv,DDhm,166.7
AAdk,BBrv,CCst,DDnt,434.03
AAdk,BBrv,CCbx,DDnw,948.36
AAdk,BBmn,CChv,DDnt,832.36
AAdk,BBmn,CCst,DDnw,326.61
AAdk,BBmn,CCbx,DDrz,840.82
AAdk,BBmn,CChv,DDcl,73.11
AAdk,BBmn,CCst,DDlp,973.31
AAdk,BBmn,CCbx,DDcs,974.05
AAdk,BBmn,CChv,DDhm,977.78
AAdk,BBmn,CCst,DDnt,850.65
AAdk,BBmn,CCbx,DDnw,851.51
AAdk,BBtw,CChv,DDnt,210.58
AAdk,BBtw,CCst,DDnw,93.07
AAdk,BBtw,CCbx,DDrz,93.54
AAdk,BBtw,CChv,DDcl,867.44
AAdk,BBtw,CCst,DDlp,618.09
AAdk,BBtw,CCbx,DDcs,748.67
AAdk,BBtw,CChv,DDhm,108.96
AAdk,BBtw,CCst,DDnt,248.87
AAdk,BBtw,CCbx,DDnw,633.53
