Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,385.48
AAdk,BBtw,CCst,DDnw,130.13
AAdk,BBtw,CChv,DDrz,142.15
AAdk,BBtw,CCst,DDcl,17.02
AAdk,BBtw,CChv,DDlp,932.5
AAdk,BBtw,CCst,DDnt,36.17
AAdk,BBrv,CChv,DDnt,683.38
AAdk,BBrv,CCst,DDnw,428.45
AAdk,BBrv,CChv,DDrz,947.54
AAdk,BBrv,CCst,DDcl,565.45
AAdk,BBrv,CChv,DDlp,61.29
AAdk,BBrv,CCst,DDnt,707.97
AAdk,BBmn,CChv,DDnt,580.01
AAdk,BBmn,CCst,DDnw,332.02
AAdk,BBmn,CChv,DDrz,991.19
AAdk,BBmn,CCst,DDcl,482.44
AAdk,BBmn,CChv,DDlp,226.22
AAdk,BBmn,CCst,DDnt,997.73
AAdk,BBtw,CChv,DDnt,105.71
AAdk,BBtw,CCst,DDnw,617.24
AAdk,BBtw,CChv,DDrz,109.86
AAdk,BBtw,CCst,DDcl,627.27
AAdk,BBtw,CChv,DDlp,372.42
AAdk,BBtw,CCst,DDnt,894.51
