Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,257.24
AAdk,BBtw,CCst,DDnw,393.9
AAdk,BBtw,CCbx,DDrz,397.7
AAdk,BBtw,CChv,DDcl,782.64
AAdk,BBtw,CCst,DDlp,920.42
AAdk,BBtw,CCbx,DDcs,665.75
AAdk,BBtw,CChv,DDhm,538.76
AAdk,BBtw,CCst,DDdf,931.81
AAdk,BBtw,CCbx,DDnt,424.38
AAdk,BBrv,CChv,DDnt,552.52
AAdk,BBrv,CCst,DDnw,298.31
AAdk,BBrv,CCbx,DDrz,554.13
AAdk,BBrv,CChv,DDcl,684.97
AAdk,BBrv,CCst,DDlp,303.15
AAdk,BBrv,CCbx,DDcs,49.06
AAdk,BBrv,CChv,DDhm,313.51
AAdk,BBrv,CCst,DDdf,64.82
AAdk,BBrv,CCbx,DDnt,320.75
AAdk,BBmn,CChv,DDnt,707.94
AAdk,BBmn,CCst,DDnw,708.43
AAdk,BBmn,CCbx,DDrz,710.81
AAdk,BBmn,CChv,DDcl,590.03
AAdk,BBmn,CCst,DDlp,206.73
AAdk,BBmn,CCbx,DDcs,208.45
AAdk,BBmn,CChv,DDhm,352.11
AAdk,BBmn,CCst,DDdf,736.67
AAdk,BBmn,CCbx,DDnt,485.6
AAdk,BBtw,CChv,DDnt,102.88
AAdk,BBtw,CCst,DDnw,357.76
AAdk,BBtw,CCbx,DDrz,357.68
AAdk,BBtw,CChv,DDcl,231.43
AAdk,BBtw,CCst,DDlp,759.45
AAdk,BBtw,CCbx,DDcs,630.18
AAdk,BBtw,CChv,DDhm,630.41
AAdk,BBtw,CCst,DDdf,890.27
AAdk,BBtw,CCbx,DDnt,255.52
