Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,643.42
AAdk,BBtw,CCst,DDnw,779.46
AAdk,BBtw,CChv,DDrz,542.49
AAdk,BBtw,CCst,DDcl,677.22
AAdk,BBtw,CChv,DDlp,940.39
AAdk,BBtw,CCst,DDcs,433.19
AAdk,BBrv,CChv,DDnt,440.47
AAdk,BBrv,CCst,DDnw,313.91
AAdk,BBrv,CChv,DDrz,448.2
AAdk,BBrv,CCst,DDcl,194.01
AAdk,BBrv,CChv,DDlp,707.64
AAdk,BBrv,CCst,DDcs,323.22
AAdk,BBmn,CChv,DDnt,72.06
AAdk,BBmn,CCst,DDnw,459.38
AAdk,BBmn,CChv,DDrz,847.59
AAdk,BBmn,CCst,DDcl,469.33
AAdk,BBmn,CChv,DDlp,858.22
AAdk,BBmn,CCst,DDcs,221.07
AAdk,BBtw,CChv,DDnt,994.24
AAdk,BBtw,CCst,DDnw,357.62
AAdk,BBtw,CChv,DDrz,874.89
AAdk,BBtw,CCst,DDcl,624.34
AAdk,BBtw,CChv,DDlp,885.46
AAdk,BBtw,CCst,DDcs,127.66
