AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,137.43
AAdk,BBtw,CCst,DDnw,661.28
AAdk,BBtw,CCbx,DDrz,793.06
AAdk,BBtw,CChv,DDcl,921.85
AAdk,BBtw,CCst,DDlp,807.61
AAdk,BBtw,CCbx,DDcs,935.54
AAdk,BBtw,CChv,DDhm,427.77
AAdk,BBtw,CCst,DDdf,690.06
AAdk,BBtw,CCbx,DDnt,179.78
AAdk,BBrv,CChv,DDnt,695.48
AAdk,BBrv,CCst,DDnw,185.07
AAdk,BBrv,CCbx,DDrz,324.86
AAdk,BBrv,CChv,DDcl,586.87
AAdk,BBrv,CCst,DDlp,334.72
AAdk,BBrv,CCbx,DDcs,462.63
AAdk,BBrv,CChv,DDhm,977.55
AAdk,BBrv,CCst,DDdf,602.54
AAdk,BBrv,CCbx,DDnt,478.63
AAdk,BBtw,CChv,DDnt,865.4
AAdk,BBtw,CCst,DDnw,103.15
AAdk,BBtw,CCbx,DDrz,875.77
AAdk,BBtw,CChv,DDcl,367.5
AAdk,BBtw,CCst,DDlp,242.71
AAdk,BBtw,CCbx,DDcs,373.7
AAdk,BBtw,CChv,DDhm,758.85
AAdk,BBtw,CCst,DDdf,757.86
AAdk,BBtw,CCbx,DDnt,253.98
