AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,128.08
AAdk,BBtw,CCst,DDnw,397.83
AAdk,BBtw,CCbx,DDrz,666.52
AAdk,BBtw,CChv,DDcl,284.74
AAdk,BBtw,CCst,DDlp,29.99
AAdk,BBtw,CCbx,DDcs,924.98
AAdk,BBtw,CChv,DDhm,544.59
AAdk,BBtw,CCst,DDdf,301.1
AAdk,BBtw,CCbx,DDnt,184.94
AAdk,BBrv,CChv,DDnt,57.98
AAdk,BBrv,CCst,DDnw,958.29
AAdk,BBrv,CCbx,DDrz,577.14
AAdk,BBrv,CChv,DDcl,195.97
AAdk,BBrv,CCst,DDlp,71.39
AAdk,BBrv,CCbx,DDcs,584.14
AAdk,BBrv,CChv,DDhm,337.59
AAdk,BBrv,CCst,DDdf,980.69
AAdk,BBrv,CCbx,DDnt,597.6
AAdk,BBtw,CChv,DDnt,856.61
AAdk,BBtw,CCst,DDnw,985.32
AAdk,BBtw,CCbx,DDrz,224.83
AAdk,BBtw,CChv,DDcl,994.51
AAdk,BBtw,CCst,DDlp,869.85
AAdk,BBtw,CCbx,DDcs,869.43
AAdk,BBtw,CChv,DDhm,117.21
AAdk,BBtw,CCst,DDdf,757.14
AAdk,BBtw,CCbx,DDnt,253.56
