AAdk-Export,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,385.01
AAdk,BBtw,CChv,DDtv,EEmn,520.97
AAdk,BBtw,CChv,DDnt,EEfh,139.65
AAdk,BBtw,CChv,DDtv,EElp,12.69
AAdk,BBtw,CChv,DDnt,EEfx,913.67
AAdk,BBtw,CChv,DDtv,EEhr,785.38
AAdk,BBst,CChv,DDnt,EEdn,658.74
AAdk,BBst,CChv,DDtv,EEmn,788.42
AAdk,BBst,CChv,DDnt,EEfh,795.78
AAdk,BBst,CChv,DDtv,EElp,797.53
AAdk,BBst,CChv,DDnt,EEfx,927.4
AAdk,BBst,CChv,DDtv,EEhr,929.67
AAdk,BBrz,CChv,DDnt,EEdn,425.7
AAdk,BBrz,CChv,DDtv,EEmn,812.76
AAdk,BBrz,CChv,DDnt,EEfh,172.06
AAdk,BBrz,CChv,DDtv,EElp,430.72
AAdk,BBrz,CChv,DDnt,EEfx,179.11
AAdk,BBrz,CChv,DDtv,EEhr,568.32
AAdk,BBtw,CChv,DDnt,EEdn,571.4
AAdk,BBtw,CChv,DDtv,EEmn,317.05
AAdk,BBtw,CChv,DDnt,EEfh,61.24
AAdk,BBtw,CChv,DDtv,EElp,703.1
AAdk,BBtw,CChv,DDnt,EEfx,63.14
AAdk,BBtw,CChv,DDtv,EEhr,197.62
AAdk,BBst,CChv,DDnt,EEdn,972.7
AAdk,BBst,CChv,DDtv,EEmn,77.6
AAdk,BBst,CChv,DDnt,EEfh,464.31
AAdk,BBst,CChv,DDtv,EElp,865.68
AAdk,BBst,CChv,DDnt,EEfx,869.48
AAdk,BBst,CChv,DDtv,EEhr,889.29
