AA,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,33.53
AAdk,BBtw,CChv,DDtv,EEdn,98.86
AAdk,BBtw,CChv,DDpw,EEdn,99.01
AAdk,BBst,CCnw,DDnt,EEdn,34.55
AAdk,BBst,CCnw,DDtv,EEdn,12.41
AAdk,BBst,CCnw,DDpw,EEdn,45.94
AAdk,BBtw,CChv,DDnt,EEdn,47.18
AAdk,BBtw,CChv,DDtv,EEdn,47.21
AAdk,BBtw,CChv,DDpw,EEdn,82.25
AAdk,BBst,CCnw,DDnt,EEdn,82.45
AAdk,BBst,CCnw,DDtv,EEdn,57.41
AAdk,BBst,CCnw,DDpw,EEdn,58.66
AAdk,BBtw,CChv,DDnt,EEdn,92.77
AAdk,BBtw,CChv,DDtv,EEdn,93.61
AAdk,BBtw,CChv,DDpw,EEdn,62.73
