AA,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,163.2
AAdk,BBtw,CChv,DDtv,EEmn,99.62
AAdk,BBtw,CChv,DDpw,EEfh,408.12
AAdk,BBtw,CChv,DDpq,EEdn,199.28
AAdk,BBtw,CChv,DDcs,EEmn,199.82
AAdk,BBtw,CChv,DDnt,EEdn,169.2
AAdk,BBtw,CChv,DDtv,EEmn,330.66
AAdk,BBtw,CChv,DDpw,EEfh,205.49
AAdk,BBtw,CChv,DDpq,EEdn,144.49
AAdk,BBtw,CChv,DDcs,EEmn,85.42
AAdk,BBtw,CChv,DDnt,EEdn,437.47
AAdk,BBtw,CChv,DDtv,EEmn,87.23
AAdk,BBtw,CChv,DDpw,EEfh,150.15
AAdk,BBtw,CChv,DDpq,EEdn,91.91
AAdk,BBtw,CChv,DDcs,EEmn,254.0
