AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,136.43
AAdk,BBtw,CCst,DDnw,534.2
AAdk,BBtw,CCbx,DDrz,408.3
AAdk,BBtw,CChv,DDcl,30.24
AAdk,BBtw,CCst,DDlp,677.77
AAdk,BBtw,CCbx,DDcs,691.1
AAdk,BBtw,CChv,DDhm,824.75
AAdk,BBtw,CCst,DDnt,828.37
AAdk,BBtw,CCbx,DDnw,61.68
AAdk,BBrv,CChv,DDnt,193.89
AAdk,BBrv,CCst,DDnw,963.8
AAdk,BBrv,CCbx,DDrz,323.8
AAdk,BBrv,CChv,DDcl,197.13
AAdk,BBrv,CCst,DDlp,583.63
AAdk,BBrv,CCbx,DDcs,460.98
AAdk,BBrv,CChv,DDhm,470.54
AAdk,BBrv,CCst,DDnt,342.48
AAdk,BBrv,CCbx,DDnw,215.38
AAdk,BBtw,CChv,DDnt,859.7
AAdk,BBtw,CCst,DDnw,864.2
AAdk,BBtw,CCbx,DDrz,608.31
AAdk,BBtw,CChv,DDcl,358.7
AAdk,BBtw,CCst,DDlp,498.15
AAdk,BBtw,CCbx,DDcs,244.85
AAdk,BBtw,CChv,DDhm,501.14
AAdk,BBtw,CCst,DDnt,119.79
AAdk,BBtw,CCbx,DDnw,760.34
