Import-AAdk,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,128.84
AAdk,BBtw,CChv,DDtv,EEmn,260.54
AAdk,BBtw,CChv,DDnt,EEfh,776.38
AAdk,BBtw,CChv,DDtv,EElp,904.66
AAdk,BBtw,CChv,DDnt,EEfx,138.14
AAdk,BBtw,CChv,DDtv,EEhr,136.78
AAdk,BBst,CChv,DDnt,EEdn,785.76
AAdk,BBst,CChv,DDtv,EEmn,661.29
AAdk,BBst,CChv,DDnt,EEfh,150.86
AAdk,BBst,CChv,DDtv,EElp,545.97
AAdk,BBst,CChv,DDnt,EEfx,932.0
AAdk,BBst,CChv,DDtv,EEhr,552.52
AAdk,BBrz,CChv,DDnt,EEdn,170.46
AAdk,BBrz,CChv,DDtv,EEmn,299.15
AAdk,BBrz,CChv,DDnt,EEfh,686.84
AAdk,BBrz,CChv,DDtv,EElp,703.02
AAdk,BBrz,CChv,DDnt,EEfx,449.98
AAdk,BBrz,CChv,DDtv,EEhr,66.99
AAdk,BBtw,CChv,DDnt,EEdn,582.41
AAdk,BBtw,CChv,DDtv,EEmn,711.82
AAdk,BBtw,CChv,DDnt,EEfh,456.48
AAdk,BBtw,CChv,DDtv,EElp,973.92
AAdk,BBtw,CChv,DDnt,EEfx,338.94
AAdk,BBtw,CChv,DDtv,EEhr,92.88
AAdk,BBst,CChv,DDnt,EEdn,991.43
AAdk,BBst,CChv,DDtv,EEmn,228.94
AAdk,BBst,CChv,DDnt,EEfh,358.01
AAdk,BBst,CChv,DDtv,EElp,880.5
AAdk,BBst,CChv,DDnt,EEfx,497.46
AAdk,BBst,CChv,DDtv,EEhr,888.61
