Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,642.24
AAdk,BBtw,CCst,DDnw,643.88
AAdk,BBtw,CCbx,DDrz,261.28
AAdk,BBtw,CChv,DDcl,268.4
AAdk,BBtw,CCst,DDlp,145.0
AAdk,BBtw,CCbx,DDcs,913.95
AAdk,BBtw,CChv,DDhm,544.32
AAdk,BBtw,CCst,DDdf,549.95
AAdk,BBtw,CCbx,DDnt,41.09
AAdk,BBrv,CChv,DDnt,301.14
AAdk,BBrv,CCst,DDnw,567.39
AAdk,BBrv,CCbx,DDrz,951.78
AAdk,BBrv,CChv,DDcl,185.14
AAdk,BBrv,CCst,DDlp,61.97
AAdk,BBrv,CCbx,DDcs,190.75
AAdk,BBrv,CChv,DDhm,576.78
AAdk,BBrv,CCst,DDdf,448.05
AAdk,BBrv,CCbx,DDnt,450.72
AAdk,BBtw,CChv,DDnt,583.06
AAdk,BBtw,CCst,DDnw,593.05
AAdk,BBtw,CCbx,DDrz,82.59
AAdk,BBtw,CChv,DDcl,96.21
AAdk,BBtw,CCst,DDlp,104.98
AAdk,BBtw,CCbx,DDcs,104.47
AAdk,BBtw,CChv,DDhm,627.04
AAdk,BBtw,CCst,DDdf,373.27
AAdk,BBtw,CCbx,DDnt,634.57
