AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,896.85
AAdk,BBtw,CCst,DDnw,903.85
AAdk,BBtw,CChv,DDrz,907.79
AAdk,BBtw,CCst,DDcl,525.04
AAdk,BBtw,CChv,DDlp,399.01
AAdk,BBtw,CCst,DDcs,531.66
AAdk,BBrv,CChv,DDnt,551.03
AAdk,BBrv,CCst,DDnw,559.3
AAdk,BBrv,CChv,DDrz,303.19
AAdk,BBrv,CCst,DDcl,305.03
AAdk,BBrv,CChv,DDlp,177.82
AAdk,BBrv,CCst,DDcs,960.1
AAdk,BBmn,CChv,DDnt,324.92
AAdk,BBmn,CCst,DDnw,77.68
AAdk,BBmn,CChv,DDrz,721.96
AAdk,BBmn,CCst,DDcl,340.23
AAdk,BBmn,CChv,DDlp,853.46
AAdk,BBmn,CCst,DDcs,857.66
AAdk,BBtw,CChv,DDnt,361.6
AAdk,BBtw,CCst,DDnw,234.87
AAdk,BBtw,CChv,DDrz,239.04
AAdk,BBtw,CCst,DDcl,628.91
AAdk,BBtw,CChv,DDlp,890.27
AAdk,BBtw,CCst,DDcs,508.92
