AA,BB,CC,DD,EE,FF,Value
AA,BB,CC,DD,EE,FF,Value
AAdk,BBtw,CChv,DDnt,EEdn,FFrv,1.9
AAdk,BBtw,CCtv,DDmn,EEbx,FFrz,2.38
AAdk,BBtw,CChv,DDcl,EEdn,FFdl,6.84
AAdk,BBtw,CCtv,DDhz,EEbx,FFrv,10.75
AAdk,BBtw,CChv,DDhm,EEdn,FFrz,12.78
AAdk,BBtw,CCtv,DDnt,EEbx,FFdl,16.87
AAst,BBnw,CChv,DDnt,EEdn,FFrv,19.0
AAst,BBnw,CCtv,DDmn,EEbx,FFrz,19.37
AAst,BBnw,CChv,DDcl,EEdn,FFdl,24.96
AAst,BBnw,CCtv,DDhz,EEbx,FFrv,25.44
AAst,BBnw,CChv,DDhm,EEdn,FFrz,28.99
AAst,BBnw,CCtv,DDnt,EEbx,FFdl,31.95
AAdk,BBpw,CChv,DDnt,EEdn,FFrv,36.43
AAdk,BBpw,CCtv,DDmn,EEbx,FFrz,38.57
AAdk,BBpw,CChv,DDcl,EEdn,FFdl,40.54
AAdk,BBpw,CCtv,DDhz,EEbx,FFrv,41.22
AAdk,BBpw,CChv,DDhm,EEdn,FFrz,43.74
AAdk,BBpw,CCtv,DDnt,EEbx,FFdl,43.34
AAst,BBlp,CChv,DDnt,EEdn,FFrv,45.08
AAst,BBlp,CCtv,DDmn,EEbx,FFrz,54.84
AAst,BBlp,CChv,DDcl,EEdn,FFdl,57.35
AAst,BBlp,CCtv,DDhz,EEbx,FFrv,57.21
AAst,BBlp,CChv,DDhm,EEdn,FFrz,70.04
AAst,BBlp,CCtv,DDnt,EEbx,FFdl,70.95
AAdk,BBqx,CChv,DDnt,EEdn,FFrv,76.11
AAdk,BBqx,CCtv,DDmn,EEbx,FFrz,94.8
AAdk,BBqx,CChv,DDcl,EEdn,FFdl,96.0
AAdk,BBqx,CCtv,DDhz,EEbx,FFrv,97.02
AAdk,BBqx,CChv,DDhm,EEdn,FFrz,99.03
AAdk,BBqx,CCtv,DDnt,EEbx,FFdl,99.59
