Import-AAdk,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,768.57
AAdk,BBtw,CChv,DDtv,EEmn,130.34
AAdk,BBtw,CChv,DDnt,EEfh,518.4
AAdk,BBtw,CChv,DDtv,EElp,777.21
AAdk,BBtw,CChv,DDnt,EEfx,273.91
AAdk,BBtw,CChv,DDtv,EEdn,18.85
AAdk,BBst,CChv,DDnt,EEdn,662.53
AAdk,BBst,CChv,DDtv,EEmn,408.25
AAdk,BBst,CChv,DDnt,EEfh,793.54
AAdk,BBst,CChv,DDtv,EElp,929.21
AAdk,BBst,CChv,DDnt,EEfx,296.73
AAdk,BBst,CChv,DDtv,EEdn,555.05
AAdk,BBrz,CChv,DDnt,EEdn,300.54
AAdk,BBrz,CChv,DDtv,EEmn,47.82
AAdk,BBrz,CChv,DDnt,EEfh,823.37
AAdk,BBrz,CChv,DDtv,EElp,567.84
AAdk,BBrz,CChv,DDnt,EEfx,448.93
AAdk,BBrz,CChv,DDtv,EEdn,590.54
AAdk,BBtw,CChv,DDnt,EEdn,463.95
AAdk,BBtw,CChv,DDtv,EEmn,208.46
AAdk,BBtw,CChv,DDnt,EEfh,727.74
AAdk,BBtw,CChv,DDtv,EElp,607.32
AAdk,BBtw,CChv,DDnt,EEfx,608.56
AAdk,BBtw,CChv,DDtv,EEdn,868.19
AAdk,BBst,CChv,DDnt,EEdn,486.83
AAdk,BBst,CChv,DDtv,EEmn,106.68
AAdk,BBst,CChv,DDnt,EEfh,620.74
AAdk,BBst,CChv,DDtv,EElp,238.45
AAdk,BBst,CChv,DDnt,EEfx,506.96
AAdk,BBst,CChv,DDtv,EEdn,891.05
