AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,775.79
AAdk,BBtw,CCst,DDnw,776.27
AAdk,BBtw,CCbx,DDrz,137.45
AAdk,BBtw,CChv,DDcl,267.69
AAdk,BBtw,CCst,DDlp,24.09
AAdk,BBtw,CCbx,DDcs,280.43
AAdk,BBtw,CChv,DDhm,287.46
AAdk,BBtw,CCst,DDnt,168.15
AAdk,BBtw,CCbx,DDnw,44.87
AAdk,BBrv,CChv,DDnt,557.44
AAdk,BBrv,CCst,DDnw,943.87
AAdk,BBrv,CCbx,DDrz,690.72
AAdk,BBrv,CChv,DDcl,566.16
AAdk,BBrv,CCst,DDlp,822.62
AAdk,BBrv,CCbx,DDcs,190.76
AAdk,BBrv,CChv,DDhm,584.28
AAdk,BBrv,CCst,DDnt,200.06
AAdk,BBrv,CCbx,DDnw,76.21
AAdk,BBtw,CChv,DDnt,851.71
AAdk,BBtw,CCst,DDnw,727.83
AAdk,BBtw,CCbx,DDrz,101.47
AAdk,BBtw,CChv,DDcl,999.37
AAdk,BBtw,CCst,DDlp,490.3
AAdk,BBtw,CCbx,DDcs,630.85
AAdk,BBtw,CChv,DDhm,887.18
AAdk,BBtw,CCst,DDnt,377.01
AAdk,BBtw,CCbx,DDnw,894.58
