AA,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AApqr,BBnqx,CCbt,DDmx,EEmz,0.45
AApqr,BBnqx,CCbt,DDcy,EEbkv,0.85
AApqr,BBnqx,CCbt,DDcjx,EEkqy,2.25
AApqr,BBnqx,CCbt,DDmx,EEqz,3.97
AApqr,BBnqx,CCbt,DDcy,EEcrv,4.78
AApqr,BBnqx,CCbt,DDcjx,EEdhv,5.76
AApqr,BBnqx,CCbt,DDmx,EEbhk,5.48
AApqr,BBnqx,CCbt,DDcy,EEmz,7.29
AApqr,BBnqx,CCbt,DDcjx,EEbkv,8.48
AAgqt,BBfnw,CCkrs,DDmx,EEmz,9.94
AAgqt,BBfnw,CCkrs,DDcy,EEbkv,10.46
AAgqt,BBfnw,CCkrs,DDcjx,EEkqy,5.89
AAgqt,BBfnw,CCkrs,DDmx,EEqz,12.88
AAgqt,BBfnw,CCkrs,DDcy,EEcrv,7.88
AAgqt,BBfnw,CCkrs,DDcjx,EEdhv,14.81
AAgqt,BBfnw,CCkrs,DDmx,EEbhk,15.65
AAgqt,BBfnw,CCkrs,DDcy,EEmz,16.86
AAgqt,BBfnw,CCkrs,DDcjx,EEbkv,14.87
AAhpx,BBnqx,CCcqx,DDmx,EEmz,18.57
AAhpx,BBnqx,CCcqx,DDcy,EEbkv,15.74
AAhpx,BBnqx,CCcqx,DDcjx,EEkqy,19.37
AAhpx,BBnqx,CCcqx,DDmx,EEqz,21.07
AAhpx,BBnqx,CCcqx,DDcy,EEcrv,21.79
AAhpx,BBnqx,CCcqx,DDcjx,EEdhv,23.93
AAhpx,BBnqx,CCcqx,DDmx,EEbhk,21.63
AAhpx,BBnqx,CCcqx,DDcy,EEmz,24.49
AAhpx,BBnqx,CCcqx,DDcjx,EEbkv,22.22
AApqr,BBfnw,CCbpv,DDmx,EEmz,26.14
AApqr,BBfnw,CCbpv,DDcy,EEbkv,26.36
AApqr,BBfnw,CCbpv,DDcjx,EEkqy,22.72
AApqr,BBfnw,CCbpv,DDmx,EEqz,25.07
AApqr,BBfnw,CCbpv,DDcy,EEcrv,27.17
AApqr,BBfnw,CCbpv,DDcjx,EEdhv,23.1
AApqr,BBfnw,CCbpv,DDmx,EEbhk,26.58
AApqr,BBfnw,CCbpv,DDcy,EEmz,8.3
AApqr,BBfnw,CCbpv,DDcjx,EEbkv,3.6
AAgqt,BBnqx,CCprw,DDmx,EEmz,14.08
AAgqt,BBnqx,CCprw,DDcy,EEbkv,2.55
AAgqt,BBnqx,CCprw,DDcjx,EEkqy,15.91
AAgqt,BBnqx,CCprw,DDmx,EEqz,15.4
AAgqt,BBnqx,CCprw,DDcy,EEcrv,4.38
AAgqt,BBnqx,CCprw,DDcjx,EEdhv,4.61
AAgqt,BBnqx,CCprw,DDmx,EEbhk,6.86
AAgqt,BBnqx,CCprw,DDcy,EEmz,20.8
AAgqt,BBnqx,CCprw,DDcjx,EEbkv,21.52
