Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,35.6
AAdk,BBtw,CCst,DDnw,195.33
AAdk,BBtw,CChv,DDrz,390.33
AAdk,BBtw,CCst,DDcl,486.99
AAdk,BBtw,CChv,DDlp,456.0
AAdk,BBtw,CCst,DDnt,870.06
AAdk,BBrv,CChv,DDnt,968.96
AAdk,BBrv,CCst,DDnw,695.42
AAdk,BBrv,CChv,DDrz,140.45
AAdk,BBrv,CCst,DDcl,759.98
AAdk,BBrv,CChv,DDlp,527.51
AAdk,BBrv,CCst,DDnt,116.58
AAdk,BBtw,CChv,DDnt,596.77
AAdk,BBtw,CCst,DDnw,823.4
AAdk,BBtw,CChv,DDrz,760.16
AAdk,BBtw,CCst,DDcl,666.65
AAdk,BBtw,CChv,DDlp,317.46
AAdk,BBtw,CCst,DDnt,381.32
