Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,389.08
AAdk,BBtw,CCst,DDnw,135.57
AAdk,BBtw,CCbx,DDrz,766.05
AAdk,BBtw,CChv,DDcl,16.53
AAdk,BBtw,CCst,DDlp,547.91
AAdk,BBtw,CCbx,DDcs,166.04
AAdk,BBtw,CChv,DDhm,806.53
AAdk,BBtw,CCst,DDnt,694.82
AAdk,BBtw,CCbx,DDnw,443.3
AAdk,BBrv,CChv,DDnt,189.34
AAdk,BBrv,CCst,DDnw,576.81
AAdk,BBrv,CCbx,DDrz,710.69
AAdk,BBrv,CChv,DDcl,455.97
AAdk,BBrv,CCst,DDlp,77.13
AAdk,BBrv,CCbx,DDcs,850.56
AAdk,BBrv,CChv,DDhm,215.56
AAdk,BBrv,CCst,DDnt,88.9
AAdk,BBrv,CCbx,DDnw,216.88
AAdk,BBtw,CChv,DDnt,218.82
AAdk,BBtw,CCst,DDnw,987.2
AAdk,BBtw,CCbx,DDrz,91.75
AAdk,BBtw,CChv,DDcl,487.88
AAdk,BBtw,CCst,DDlp,494.37
AAdk,BBtw,CCbx,DDcs,377.46
AAdk,BBtw,CChv,DDhm,509.51
AAdk,BBtw,CCst,DDnt,126.99
AAdk,BBtw,CCbx,DDnw,511.17
