AAdk-Export,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,650.58
AAdk,BBtw,CChv,DDtv,EEmn,11.65
AAdk,BBtw,CChv,DDnt,EEfh,911.14
AAdk,BBtw,CChv,DDtv,EElp,911.45
AAdk,BBtw,CChv,DDnt,EEfx,914.72
AAdk,BBtw,CChv,DDtv,EEhr,154.82
AAdk,BBst,CChv,DDnt,EEdn,923.45
AAdk,BBst,CChv,DDtv,EEmn,927.38
AAdk,BBst,CChv,DDnt,EEfh,799.46
AAdk,BBst,CChv,DDtv,EElp,550.36
AAdk,BBst,CChv,DDnt,EEfx,806.38
AAdk,BBst,CChv,DDtv,EEhr,174.13
AAdk,BBrz,CChv,DDnt,EEdn,947.53
AAdk,BBrz,CChv,DDtv,EEmn,309.92
AAdk,BBrz,CChv,DDnt,EEfh,311.85
AAdk,BBrz,CChv,DDtv,EElp,824.02
AAdk,BBrz,CChv,DDnt,EEfx,700.38
AAdk,BBrz,CChv,DDtv,EEhr,701.95
AAdk,BBtw,CChv,DDnt,EEdn,702.4
AAdk,BBtw,CChv,DDtv,EEmn,455.72
AAdk,BBtw,CChv,DDnt,EEfh,590.41
AAdk,BBtw,CChv,DDtv,EElp,336.28
AAdk,BBtw,CChv,DDnt,EEfx,343.33
AAdk,BBtw,CChv,DDtv,EEhr,736.14
AAdk,BBst,CChv,DDnt,EEdn,226.42
AAdk,BBst,CChv,DDtv,EEmn,868.0
AAdk,BBst,CChv,DDnt,EEfh,498.78
AAdk,BBst,CChv,DDtv,EElp,631.09
AAdk,BBst,CChv,DDnt,EEfx,892.07
AAdk,BBst,CChv,DDtv,EEhr,254.76
