AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,704.2
AAdk,BBtw,CCst,DDnw,838.91
AAdk,BBtw,CChv,DDrz,614.87
AAdk,BBtw,CCst,DDcl,892.13
AAdk,BBtw,CChv,DDlp,430.91
AAdk,BBtw,CCst,DDnt,367.95
AAdk,BBrv,CChv,DDnt,369.11
AAdk,BBrv,CCst,DDnw,947.23
AAdk,BBrv,CChv,DDrz,220.39
AAdk,BBrv,CCst,DDcl,566.31
AAdk,BBrv,CChv,DDlp,280.44
AAdk,BBrv,CCst,DDnt,281.03
AAdk,BBtw,CChv,DDnt,666.73
AAdk,BBtw,CCst,DDnw,91.59
AAdk,BBtw,CChv,DDrz,156.71
AAdk,BBtw,CCst,DDcl,285.4
AAdk,BBtw,CChv,DDlp,990.86
AAdk,BBtw,CCst,DDnt,604.19
