Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,641.58
AAdk,BBtw,CCst,DDnw,268.63
AAdk,BBtw,CChv,DDrz,792.66
AAdk,BBtw,CCst,DDcl,283.78
AAdk,BBtw,CChv,DDlp,286.56
AAdk,BBtw,CCst,DDnt,416.08
AAdk,BBrv,CChv,DDnt,545.37
AAdk,BBrv,CCst,DDnw,801.36
AAdk,BBrv,CChv,DDrz,290.0
AAdk,BBrv,CCst,DDcl,679.85
AAdk,BBrv,CChv,DDlp,937.47
AAdk,BBrv,CCst,DDnt,297.67
AAdk,BBmn,CChv,DDnt,690.21
AAdk,BBmn,CCst,DDnw,179.32
AAdk,BBmn,CChv,DDrz,180.83
AAdk,BBmn,CCst,DDcl,693.74
AAdk,BBmn,CChv,DDlp,440.18
AAdk,BBmn,CCst,DDnt,827.33
AAdk,BBtw,CChv,DDnt,838.85
AAdk,BBtw,CCst,DDnw,840.41
AAdk,BBtw,CChv,DDrz,100.77
AAdk,BBtw,CCst,DDcl,484.48
AAdk,BBtw,CChv,DDlp,368.82
AAdk,BBtw,CCst,DDnt,120.77
