AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,384.13
AAdk,BBtw,CCst,DDnw,271.51
AAdk,BBtw,CCbx,DDrz,19.55
AAdk,BBtw,CChv,DDcl,23.75
AAdk,BBtw,CCst,DDlp,800.42
AAdk,BBtw,CCbx,DDcs,37.37
AAdk,BBtw,CChv,DDhm,166.76
AAdk,BBtw,CCst,DDdf,299.52
AAdk,BBtw,CCbx,DDnt,687.81
AAdk,BBrv,CChv,DDnt,435.86
AAdk,BBrv,CCst,DDnw,948.39
AAdk,BBrv,CCbx,DDrz,312.83
AAdk,BBrv,CChv,DDcl,57.05
AAdk,BBrv,CCst,DDlp,58.92
AAdk,BBrv,CCbx,DDcs,58.47
AAdk,BBrv,CChv,DDhm,442.52
AAdk,BBrv,CCst,DDdf,575.52
AAdk,BBrv,CCbx,DDnt,321.13
AAdk,BBmn,CChv,DDnt,708.48
AAdk,BBmn,CCst,DDnw,455.35
AAdk,BBmn,CCbx,DDrz,328.51
AAdk,BBmn,CChv,DDcl,972.57
AAdk,BBmn,CCst,DDlp,463.53
AAdk,BBmn,CCbx,DDcs,337.46
AAdk,BBmn,CChv,DDhm,854.66
AAdk,BBmn,CCst,DDdf,94.93
AAdk,BBmn,CCbx,DDnt,95.65
AAdk,BBtw,CChv,DDnt,992.5
AAdk,BBtw,CCst,DDnw,867.45
AAdk,BBtw,CCbx,DDrz,361.89
AAdk,BBtw,CChv,DDcl,106.1
AAdk,BBtw,CCst,DDlp,368.73
AAdk,BBtw,CCbx,DDcs,882.22
AAdk,BBtw,CChv,DDhm,885.62
AAdk,BBtw,CCst,DDdf,507.4
AAdk,BBtw,CCbx,DDnt,638.89
