Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,897.35
AAdk,BBtw,CCst,DDnw,385.15
AAdk,BBtw,CCbx,DDrz,387.51
AAdk,BBtw,CChv,DDcl,525.95
AAdk,BBtw,CCst,DDlp,533.33
AAdk,BBtw,CCbx,DDcs,542.83
AAdk,BBtw,CChv,DDhm,681.53
AAdk,BBtw,CCst,DDnt,426.61
AAdk,BBtw,CCbx,DDnw,937.73
AAdk,BBrv,CChv,DDnt,300.55
AAdk,BBrv,CCst,DDnw,811.19
AAdk,BBrv,CCbx,DDrz,175.21
AAdk,BBrv,CChv,DDcl,176.46
AAdk,BBrv,CCst,DDlp,179.44
AAdk,BBrv,CCbx,DDcs,182.48
AAdk,BBrv,CChv,DDhm,829.2
AAdk,BBrv,CCst,DDnt,191.25
AAdk,BBrv,CCbx,DDnw,576.53
AAdk,BBmn,CChv,DDnt,332.91
AAdk,BBmn,CCst,DDnw,332.22
AAdk,BBmn,CCbx,DDrz,720.55
AAdk,BBmn,CChv,DDcl,977.28
AAdk,BBmn,CCst,DDlp,84.39
AAdk,BBmn,CCbx,DDcs,604.91
AAdk,BBmn,CChv,DDhm,484.49
AAdk,BBmn,CCst,DDnt,997.01
AAdk,BBmn,CCbx,DDnw,998.03
AAdk,BBtw,CChv,DDnt,487.84
AAdk,BBtw,CCst,DDnw,617.81
AAdk,BBtw,CCbx,DDrz,619.95
AAdk,BBtw,CChv,DDcl,365.01
AAdk,BBtw,CCst,DDlp,751.02
AAdk,BBtw,CCbx,DDcs,881.36
AAdk,BBtw,CChv,DDhm,753.61
AAdk,BBtw,CCst,DDnt,115.68
AAdk,BBtw,CCbx,DDnw,119.53
