Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,770.88
AAdk,BBtw,CCst,DDnw,900.08
AAdk,BBtw,CCbx,DDrz,383.32
AAdk,BBtw,CChv,DDcl,652.94
AAdk,BBtw,CCst,DDlp,402.86
AAdk,BBtw,CCbx,DDcs,541.18
AAdk,BBtw,CChv,DDhm,294.12
AAdk,BBtw,CCst,DDdf,936.77
AAdk,BBtw,CCbx,DDnt,428.28
AAdk,BBrv,CChv,DDnt,433.4
AAdk,BBrv,CCst,DDnw,692.03
AAdk,BBrv,CCbx,DDrz,309.26
AAdk,BBrv,CChv,DDcl,443.55
AAdk,BBrv,CCst,DDlp,319.19
AAdk,BBrv,CCbx,DDcs,959.47
AAdk,BBrv,CChv,DDhm,834.54
AAdk,BBrv,CCst,DDdf,451.23
AAdk,BBrv,CCbx,DDnt,579.15
AAdk,BBmn,CChv,DDnt,584.84
AAdk,BBmn,CCst,DDnw,73.34
AAdk,BBmn,CCbx,DDrz,968.34
AAdk,BBmn,CChv,DDcl,331.01
AAdk,BBmn,CCst,DDlp,460.74
AAdk,BBmn,CCbx,DDcs,78.99
AAdk,BBmn,CChv,DDhm,335.26
AAdk,BBmn,CCst,DDdf,847.64
AAdk,BBmn,CCbx,DDnt,977.35
AAdk,BBtw,CChv,DDnt,851.41
AAdk,BBtw,CCst,DDnw,870.64
AAdk,BBtw,CCbx,DDrz,490.36
AAdk,BBtw,CChv,DDcl,747.96
AAdk,BBtw,CCst,DDlp,496.43
AAdk,BBtw,CCbx,DDcs,245.63
AAdk,BBtw,CChv,DDhm,124.13
AAdk,BBtw,CCst,DDdf,638.0
AAdk,BBtw,CCbx,DDnt,639.11
