Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,608.05
AAdk,BBtw,CCst,DDnw,288.78
AAdk,BBtw,CChv,DDrz,226.58
AAdk,BBtw,CCst,DDcl,828.65
AAdk,BBtw,CChv,DDlp,970.48
AAdk,BBtw,CCst,DDnt,875.79
AAdk,BBrv,CChv,DDnt,879.51
AAdk,BBrv,CCst,DDnw,560.15
AAdk,BBrv,CChv,DDrz,210.07
AAdk,BBrv,CCst,DDcl,402.2
AAdk,BBrv,CChv,DDlp,51.36
AAdk,BBrv,CCst,DDnt,602.88
AAdk,BBtw,CChv,DDnt,434.27
AAdk,BBtw,CCst,DDnw,856.7
AAdk,BBtw,CChv,DDrz,24.35
AAdk,BBtw,CCst,DDcl,762.86
AAdk,BBtw,CChv,DDlp,123.08
AAdk,BBtw,CCst,DDnt,924.32
