AA,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,98.6
AAdk,BBtw,CChv,DDtv,EEmn,66.3
AAdk,BBtw,CChv,DDpw,EEdn,70.93
AAdk,BBst,CCnw,DDnt,EEdn,60.15
AAdk,BBst,CCnw,DDtv,EEmn,78.48
AAdk,BBst,CCnw,DDpw,EEdn,15.56
AAdk,BBrz,CChv,DDnt,EEdn,47.36
AAdk,BBrz,CChv,DDtv,EEmn,31.21
AAdk,BBrz,CChv,DDpw,EEdn,18.87
AAdk,BBtw,CCnw,DDnt,EEdn,18.05
AAdk,BBtw,CCnw,DDtv,EEmn,82.62
AAdk,BBtw,CCnw,DDpw,EEdn,93.08
AAdk,BBst,CChv,DDnt,EEdn,54.87
AAdk,BBst,CChv,DDtv,EEmn,22.56
AAdk,BBst,CChv,DDpw,EEdn,86.9
AAdk,BBrz,CCnw,DDnt,EEdn,60.22
AAdk,BBrz,CCnw,DDtv,EEmn,61.37
AAdk,BBrz,CCnw,DDpw,EEdn,95.44
