AA,BB,CC,Value
AA,BB,CC,Value
AAdk,BBtw,CChv,1.47
AAdk,BBdn,CCrv,2.33
AAdk,BBnw,CCtv,3.62
AAdk,BBtw,CCrz,4.46
AAdk,BBdn,CCfh,5.4
AAdk,BBnw,CCdl,4.19
AAdk,BBtw,CCjz,8.76
AAdk,BBdn,CChv,9.25
AAdk,BBnw,CCrv,10.34
AAnt,BBtw,CChv,8.02
AAnt,BBdn,CCrv,12.13
AAnt,BBnw,CCtv,13.63
AAnt,BBtw,CCrz,9.41
AAnt,BBdn,CCfh,8.68
AAnt,BBnw,CCdl,16.73
AAnt,BBtw,CCjz,9.76
AAnt,BBdn,CChv,16.59
AAnt,BBnw,CCrv,21.4
AAst,BBtw,CChv,21.57
AAst,BBdn,CCrv,23.39
AAst,BBnw,CCtv,24.21
AAst,BBtw,CCrz,24.75
AAst,BBdn,CCfh,24.14
AAst,BBnw,CCdl,27.98
AAst,BBtw,CCjz,22.01
AAst,BBdn,CChv,25.81
AAst,BBnw,CCrv,21.33
