AA,BB,CC,DD,Value
AA,BB,CC,DD,Value
AApqr,BBnqx,CCbt,DDmx,1.47
AApqr,BBnqx,CCfnw,DDkrs,2.69
AApqr,BBnqx,CChpx,DDlmr,10.8
AApqr,BBnqx,CCbt,DDcwz,12.27
AApqr,BBnqx,CCfnw,DDqz,20.19
AApqr,BBnqx,CChpx,DDcmp,21.82
AApqr,BBnqx,CCbt,DDbmz,21.85
AApqr,BBnqx,CCfnw,DDmx,20.9
AApqr,BBnqx,CChpx,DDkrs,25.75
AAmz,BBgqt,CCbt,DDmx,26.73
AAmz,BBgqt,CCfnw,DDkrs,-99.23
AAmz,BBgqt,CChpx,DDlmr,30.39
AAmz,BBgqt,CCbt,DDcwz,31.44
AAmz,BBgqt,CCfnw,DDqz,-96.66
AAmz,BBgqt,CChpx,DDcmp,-99.48
AAmz,BBgqt,CCbt,DDbmz,35.89
AAmz,BBgqt,CCfnw,DDmx,-91.75
AAmz,BBgqt,CChpx,DDkrs,-87.04
AAcy,BBbkv,CCbt,DDmx,42.1
AAcy,BBbkv,CCfnw,DDkrs,41.29
AAcy,BBbkv,CChpx,DDlmr,44.1
AAcy,BBbkv,CCbt,DDcwz,-82.59
AAcy,BBbkv,CCfnw,DDqz,49.18
AAcy,BBbkv,CChpx,DDcmp,-78.14
AAcy,BBbkv,CCbt,DDbmz,-78.18
AAcy,BBbkv,CCfnw,DDmx,-76.4
AAcy,BBbkv,CChpx,DDkrs,52.82
AApqr,BBcjx,CCbt,DDmx,54.97
AApqr,BBcjx,CCfnw,DDkrs,-68.34
AApqr,BBcjx,CChpx,DDlmr,-67.47
AApqr,BBcjx,CCbt,DDcwz,62.47
AApqr,BBcjx,CCfnw,DDqz,61.16
AApqr,BBcjx,CChpx,DDcmp,-0.22
AApqr,BBcjx,CCbt,DDbmz,61.78
AApqr,BBcjx,CCfnw,DDmx,66.69
AApqr,BBcjx,CChpx,DDkrs,-61.05
AAmz,BBbpv,CCbt,DDmx,66.18
AAmz,BBbpv,CCfnw,DDkrs,-67.66
AAmz,BBbpv,CChpx,DDlmr,71.75
AAmz,BBbpv,CCbt,DDcwz,-56.05
AAmz,BBbpv,CCfnw,DDqz,-55.84
AAmz,BBbpv,CChpx,DDcmp,74.79
AAmz,BBbpv,CCbt,DDbmz,74.29
AAmz,BBbpv,CCfnw,DDmx,74.3
AAmz,BBbpv,CChpx,DDkrs,-51.49
AAcy,BBhpt,CCbt,DDmx,-50.37
AAcy,BBhpt,CCfnw,DDkrs,72.02
AAcy,BBhpt,CChpx,DDlmr,71.93
AAcy,BBhpt,CCbt,DDcwz,-51.54
AAcy,BBhpt,CCfnw,DDqz,83.13
AAcy,BBhpt,CChpx,DDcmp,83.3
AAcy,BBhpt,CCbt,DDbmz,-43.2
AAcy,BBhpt,CCfnw,DDmx,85.11
AAcy,BBhpt,CChpx,DDkrs,-42.53
AApqr,BBbgp,CCbt,DDmx,-42.99
AApqr,BBbgp,CCfnw,DDkrs,-39.22
AApqr,BBbgp,CChpx,DDlmr,-38.53
AApqr,BBbgp,CCbt,DDcwz,-36.86
AApqr,BBbgp,CCfnw,DDqz,94.61
AApqr,BBbgp,CChpx,DDcmp,95.99
AApqr,BBbgp,CCbt,DDbmz,-29.43
AApqr,BBbgp,CCfnw,DDmx,-28.83
AApqr,BBbgp,CChpx,DDkrs,-26.19
AAmz,BBdhv,CCbt,DDmx,-26.76
AAmz,BBdhv,CCfnw,DDkrs,-24.75
AAmz,BBdhv,CChpx,DDlmr,-26.31
AAmz,BBdhv,CCbt,DDcwz,-56.83
AAmz,BBdhv,CCfnw,DDqz,-26.27
AAmz,BBdhv,CChpx,DDcmp,-21.13
AAmz,BBdhv,CCbt,DDbmz,-16.89
AAmz,BBdhv,CCfnw,DDmx,-6.76
AAmz,BBdhv,CChpx,DDkrs,-1.81
