AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,777.05
AAdk,BBtw,CCst,DDnw,526.83
AAdk,BBtw,CCbx,DDrz,410.03
AAdk,BBtw,CChv,DDcl,923.92
AAdk,BBtw,CCst,DDlp,799.59
AAdk,BBtw,CCbx,DDcs,290.31
AAdk,BBtw,CChv,DDhm,675.46
AAdk,BBtw,CCst,DDdf,179.12
AAdk,BBtw,CCbx,DDjn,438.32
AAdk,BBrv,CChv,DDnt,694.83
AAdk,BBrv,CCst,DDnw,705.09
AAdk,BBrv,CCbx,DDrz,711.39
AAdk,BBrv,CChv,DDcl,713.21
AAdk,BBrv,CCst,DDlp,842.09
AAdk,BBrv,CCbx,DDcs,206.49
AAdk,BBrv,CChv,DDhm,337.51
AAdk,BBrv,CCst,DDdf,341.48
AAdk,BBrv,CCbx,DDjn,216.73
AAdk,BBtw,CChv,DDnt,472.14
AAdk,BBtw,CCst,DDnw,732.68
AAdk,BBtw,CCbx,DDrz,485.8
AAdk,BBtw,CChv,DDcl,876.46
AAdk,BBtw,CCst,DDlp,110.89
AAdk,BBtw,CCbx,DDcs,111.72
AAdk,BBtw,CChv,DDhm,625.98
AAdk,BBtw,CCst,DDdf,375.09
AAdk,BBtw,CCbx,DDjn,378.41
