AAdk-Export,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,390.19
AAdk,BBtw,CChv,DDtv,EEmn,396.56
AAdk,BBtw,CChv,DDnt,EEfh,653.39
AAdk,BBtw,CChv,DDtv,EElp,661.54
AAdk,BBtw,CChv,DDnt,EEfx,917.5
AAdk,BBtw,CChv,DDtv,EEdn,669.21
AAdk,BBst,CChv,DDnt,EEdn,163.74
AAdk,BBst,CChv,DDtv,EEmn,805.8
AAdk,BBst,CChv,DDnt,EEfh,38.92
AAdk,BBst,CChv,DDtv,EElp,811.44
AAdk,BBst,CChv,DDnt,EEfx,432.27
AAdk,BBst,CChv,DDtv,EEdn,176.85
AAdk,BBrz,CChv,DDnt,EEdn,690.4
AAdk,BBrz,CChv,DDtv,EEmn,690.66
AAdk,BBrz,CChv,DDnt,EEfh,184.65
AAdk,BBrz,CChv,DDtv,EElp,952.64
AAdk,BBrz,CChv,DDnt,EEfx,576.01
AAdk,BBrz,CChv,DDtv,EEdn,961.16
AAdk,BBtw,CChv,DDnt,EEdn,324.64
AAdk,BBtw,CChv,DDtv,EEmn,77.06
AAdk,BBtw,CChv,DDnt,EEfh,589.24
AAdk,BBtw,CChv,DDtv,EElp,338.48
AAdk,BBtw,CChv,DDnt,EEfx,338.93
AAdk,BBtw,CChv,DDtv,EEdn,607.43
AAdk,BBst,CChv,DDnt,EEdn,103.98
AAdk,BBst,CChv,DDtv,EEmn,751.96
AAdk,BBst,CChv,DDnt,EEfh,502.42
AAdk,BBst,CChv,DDtv,EElp,888.62
AAdk,BBst,CChv,DDnt,EEfx,634.95
AAdk,BBst,CChv,DDtv,EEdn,382.42
