Import-AAdk,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,898.2
AAdk,BBtw,CChv,DDtv,EEmn,260.41
AAdk,BBtw,CChv,DDpw,EEfh,144.94
AAdk,BBtw,CChv,DDnt,EElp,25.7
AAdk,BBtw,CChv,DDtv,EEfx,935.61
AAdk,BBtw,CChv,DDpw,EEhr,687.84
AAdk,BBst,CChv,DDnt,EEdn,946.41
AAdk,BBst,CChv,DDtv,EEmn,181.51
AAdk,BBst,CChv,DDpw,EEfh,950.97
AAdk,BBst,CChv,DDnt,EElp,567.86
AAdk,BBst,CChv,DDtv,EEfx,440.41
AAdk,BBst,CChv,DDpw,EEhr,309.62
AAdk,BBtw,CChv,DDnt,EEdn,323.32
AAdk,BBtw,CChv,DDtv,EEmn,197.42
AAdk,BBtw,CChv,DDpw,EEfh,198.39
AAdk,BBtw,CChv,DDnt,EElp,205.68
AAdk,BBtw,CChv,DDtv,EEfx,335.47
AAdk,BBtw,CChv,DDpw,EEhr,978.78
AAdk,BBst,CChv,DDnt,EEdn,725.9
AAdk,BBst,CChv,DDtv,EEmn,225.14
AAdk,BBst,CChv,DDpw,EEfh,354.36
AAdk,BBst,CChv,DDnt,EElp,612.29
AAdk,BBst,CChv,DDtv,EEfx,501.25
AAdk,BBst,CChv,DDpw,EEhr,252.35
