Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,387.72
AAdk,BBtw,CCst,DDnw,647.76
AAdk,BBtw,CCbx,DDrz,393.7
AAdk,BBtw,CChv,DDcl,394.18
AAdk,BBtw,CCst,DDlp,395.86
AAdk,BBtw,CCbx,DDcs,912.24
AAdk,BBtw,CChv,DDhm,767.91
AAdk,BBtw,CCst,DDdf,405.68
AAdk,BBtw,CCbx,DDnt,152.11
AAdk,BBrv,CChv,DDnt,158.07
AAdk,BBrv,CCst,DDnw,544.44
AAdk,BBrv,CCbx,DDrz,416.97
AAdk,BBrv,CChv,DDcl,163.64
AAdk,BBrv,CCst,DDlp,48.6
AAdk,BBrv,CCbx,DDcs,435.63
AAdk,BBrv,CChv,DDhm,951.93
AAdk,BBrv,CCst,DDdf,833.03
AAdk,BBrv,CCbx,DDnt,581.54
AAdk,BBmn,CChv,DDnt,839.53
AAdk,BBmn,CCst,DDnw,201.62
AAdk,BBmn,CCbx,DDrz,73.85
AAdk,BBmn,CChv,DDcl,83.46
AAdk,BBmn,CCst,DDlp,84.62
AAdk,BBmn,CCbx,DDcs,725.13
AAdk,BBmn,CChv,DDhm,86.8
AAdk,BBmn,CCst,DDdf,216.02
AAdk,BBmn,CCbx,DDnt,216.39
AAdk,BBtw,CChv,DDnt,352.8
AAdk,BBtw,CCst,DDnw,864.15
AAdk,BBtw,CCbx,DDrz,622.7
AAdk,BBtw,CChv,DDcl,622.56
AAdk,BBtw,CCst,DDlp,238.83
AAdk,BBtw,CCbx,DDcs,240.46
AAdk,BBtw,CChv,DDhm,378.95
AAdk,BBtw,CCst,DDdf,636.12
AAdk,BBtw,CCbx,DDnt,895.01
