AA,BB,CC,Value
AA,BB,CC,Value
AAdk,BBtw,CChv,0.18
AAdk,BBdn,CCrv,1.65
AAdk,BBnw,CCtv,2.63
AAdk,BBtw,CCrz,3.2
AAdk,BBdn,CCfh,4.63
AAdk,BBnw,CCdl,2.1
AAdk,BBtw,CCjz,3.69
AAdk,BBdn,CCcs,2.53
AAdk,BBnw,CChv,2.28
AAnt,BBtw,CChv,5.37
AAnt,BBdn,CCrv,9.42
AAnt,BBnw,CCtv,11.26
AAnt,BBtw,CCrz,12.02
AAnt,BBdn,CCfh,12.31
AAnt,BBnw,CCdl,14.49
AAnt,BBtw,CCjz,12.72
AAnt,BBdn,CCcs,16.61
AAnt,BBnw,CChv,17.6
AAst,BBtw,CChv,15.39
AAst,BBdn,CCrv,15.03
AAst,BBnw,CCtv,13.68
AAst,BBtw,CCrz,21.43
AAst,BBdn,CCfh,21.12
AAst,BBnw,CCdl,25.76
AAst,BBtw,CCjz,27.87
AAst,BBdn,CCcs,27.36
AAst,BBnw,CChv,27.84
