Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,67.36
AAdk,BBtw,CCst,DDnw,549.73
AAdk,BBtw,CChv,DDrz,326.83
AAdk,BBtw,CCst,DDcl,154.99
AAdk,BBtw,CChv,DDlp,522.01
AAdk,BBtw,CCst,DDcs,956.82
AAdk,BBrv,CChv,DDnt,716.0
AAdk,BBrv,CCst,DDnw,812.57
AAdk,BBrv,CChv,DDrz,689.08
AAdk,BBrv,CCst,DDcl,50.6
AAdk,BBrv,CChv,DDlp,538.65
AAdk,BBrv,CCst,DDcs,145.02
AAdk,BBtw,CChv,DDnt,337.46
AAdk,BBtw,CCst,DDnw,21.8
AAdk,BBtw,CChv,DDrz,791.8
AAdk,BBtw,CCst,DDcl,858.07
AAdk,BBtw,CChv,DDlp,27.36
AAdk,BBtw,CCst,DDcs,220.24
