AAdk-Export,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,129.78
AAdk,BBtw,CChv,DDtv,EEmn,264.7
AAdk,BBtw,CChv,DDnt,EEfh,266.4
AAdk,BBtw,CChv,DDtv,EElp,913.22
AAdk,BBtw,CChv,DDnt,EEfx,404.63
AAdk,BBtw,CChv,DDtv,EEdn,27.5
AAdk,BBst,CChv,DDnt,EEdn,32.48
AAdk,BBst,CChv,DDtv,EEmn,33.2
AAdk,BBst,CChv,DDnt,EEfh,803.19
AAdk,BBst,CChv,DDtv,EElp,550.28
AAdk,BBst,CChv,DDnt,EEfx,169.99
AAdk,BBst,CChv,DDtv,EEdn,941.32
AAdk,BBtw,CChv,DDnt,EEdn,815.69
AAdk,BBtw,CChv,DDtv,EEmn,693.47
AAdk,BBtw,CChv,DDnt,EEfh,315.59
AAdk,BBtw,CChv,DDtv,EElp,195.2
AAdk,BBtw,CChv,DDnt,EEfx,842.17
AAdk,BBtw,CChv,DDtv,EEdn,976.09
AAdk,BBst,CChv,DDnt,EEdn,210.47
AAdk,BBst,CChv,DDtv,EEmn,992.34
AAdk,BBst,CChv,DDnt,EEfh,224.28
AAdk,BBst,CChv,DDtv,EElp,488.92
AAdk,BBst,CChv,DDnt,EEfx,879.06
AAdk,BBst,CChv,DDtv,EEdn,124.64
