AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,769.17
AAdk,BBtw,CCst,DDnw,649.16
AAdk,BBtw,CCbx,DDrz,907.46
AAdk,BBtw,CChv,DDcl,783.19
AAdk,BBtw,CCst,DDlp,143.65
AAdk,BBtw,CCbx,DDcs,916.95
AAdk,BBtw,CChv,DDhm,539.81
AAdk,BBtw,CCst,DDnt,556.79
AAdk,BBtw,CCbx,DDnw,686.57
AAdk,BBrv,CChv,DDnt,432.86
AAdk,BBrv,CCst,DDnw,561.36
AAdk,BBrv,CCbx,DDrz,177.13
AAdk,BBrv,CChv,DDcl,688.99
AAdk,BBrv,CCst,DDlp,52.21
AAdk,BBrv,CCbx,DDcs,438.29
AAdk,BBrv,CChv,DDhm,446.86
AAdk,BBrv,CCst,DDnt,585.31
AAdk,BBrv,CCbx,DDnw,586.78
AAdk,BBtw,CChv,DDnt,974.94
AAdk,BBtw,CCst,DDnw,849.01
AAdk,BBtw,CCbx,DDrz,724.57
AAdk,BBtw,CChv,DDcl,728.85
AAdk,BBtw,CCst,DDlp,89.74
AAdk,BBtw,CCbx,DDcs,221.12
AAdk,BBtw,CChv,DDhm,867.9
AAdk,BBtw,CCst,DDnt,103.9
AAdk,BBtw,CCbx,DDnw,507.59
