AAdk-Export,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,767.29
AAdk,BBtw,CChv,DDtv,EEmn,663.73
AAdk,BBtw,CChv,DDpw,EEfh,664.52
AAdk,BBtw,CChv,DDnt,EElp,297.17
AAdk,BBtw,CChv,DDtv,EEfx,425.3
AAdk,BBtw,CChv,DDpw,EEhr,428.53
AAdk,BBtw,CChv,DDnt,EEhl,305.18
AAdk,BBtw,CChv,DDtv,EEkz,309.33
AAdk,BBtw,CChv,DDpw,EEdn,949.08
AAdk,BBst,CChv,DDnt,EEdn,693.82
AAdk,BBst,CChv,DDtv,EEmn,952.7
AAdk,BBst,CChv,DDpw,EEfh,185.68
AAdk,BBst,CChv,DDnt,EElp,959.1
AAdk,BBst,CChv,DDtv,EEfx,448.19
AAdk,BBst,CChv,DDpw,EEhr,321.21
AAdk,BBst,CChv,DDnt,EEhl,65.06
AAdk,BBst,CChv,DDtv,EEkz,838.89
AAdk,BBst,CChv,DDpw,EEdn,77.94
AAdk,BBtw,CChv,DDnt,EEdn,975.04
AAdk,BBtw,CChv,DDtv,EEmn,464.56
AAdk,BBtw,CChv,DDpw,EEfh,980.4
AAdk,BBtw,CChv,DDnt,EElp,341.85
AAdk,BBtw,CChv,DDtv,EEfx,215.45
AAdk,BBtw,CChv,DDpw,EEhr,983.15
AAdk,BBtw,CChv,DDnt,EEhl,985.35
AAdk,BBtw,CChv,DDtv,EEkz,855.96
AAdk,BBtw,CChv,DDpw,EEdn,990.83
AAdk,BBst,CChv,DDnt,EEdn,481.69
AAdk,BBst,CChv,DDtv,EEmn,122.56
AAdk,BBst,CChv,DDpw,EEfh,621.86
AAdk,BBst,CChv,DDnt,EElp,878.5
AAdk,BBst,CChv,DDtv,EEfx,751.78
AAdk,BBst,CChv,DDpw,EEhr,118.98
AAdk,BBst,CChv,DDnt,EEhl,506.74
AAdk,BBst,CChv,DDtv,EEkz,765.12
AAdk,BBst,CChv,DDpw,EEdn,895.42
