Import-AAdk,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,259.75
AAdk,BBtw,CChv,DDtv,EEmn,520.52
AAdk,BBtw,CChv,DDnt,EEfh,779.46
AAdk,BBtw,CChv,DDtv,EElp,13.91
AAdk,BBtw,CChv,DDnt,EEfx,282.03
AAdk,BBtw,CChv,DDtv,EEhr,794.67
AAdk,BBst,CChv,DDnt,EEdn,682.37
AAdk,BBst,CChv,DDtv,EEmn,303.75
AAdk,BBst,CChv,DDnt,EEfh,52.48
AAdk,BBst,CChv,DDtv,EElp,565.28
AAdk,BBst,CChv,DDnt,EEfx,181.71
AAdk,BBst,CChv,DDtv,EEhr,692.14
AAdk,BBtw,CChv,DDnt,EEdn,440.87
AAdk,BBtw,CChv,DDtv,EEmn,569.84
AAdk,BBtw,CChv,DDnt,EEfh,951.0
AAdk,BBtw,CChv,DDtv,EElp,706.52
AAdk,BBtw,CChv,DDnt,EEfx,719.91
AAdk,BBtw,CChv,DDtv,EEhr,985.75
AAdk,BBst,CChv,DDnt,EEdn,348.8
AAdk,BBst,CChv,DDtv,EEmn,611.0
AAdk,BBst,CChv,DDnt,EEfh,877.99
AAdk,BBst,CChv,DDtv,EElp,500.31
AAdk,BBst,CChv,DDnt,EEfx,372.73
AAdk,BBst,CChv,DDtv,EEhr,765.89
