Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,382.19
AAdk,BBtw,CCst,DDnw,772.71
AAdk,BBtw,CChv,DDrz,421.24
AAdk,BBtw,CCst,DDcl,390.96
AAdk,BBtw,CChv,DDlp,583.02
AAdk,BBtw,CCst,DDnt,168.86
AAdk,BBrv,CChv,DDnt,361.01
AAdk,BBrv,CCst,DDnw,727.82
AAdk,BBrv,CChv,DDrz,14.92
AAdk,BBrv,CCst,DDcl,720.06
AAdk,BBrv,CChv,DDlp,849.81
AAdk,BBrv,CCst,DDnt,978.32
AAdk,BBtw,CChv,DDnt,147.62
AAdk,BBtw,CCst,DDnw,821.0
AAdk,BBtw,CChv,DDrz,117.24
AAdk,BBtw,CCst,DDcl,983.6
AAdk,BBtw,CChv,DDlp,382.95
AAdk,BBtw,CCst,DDnt,286.18
