AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,386.41
AAdk,BBtw,CCst,DDnw,281.43
AAdk,BBtw,CChv,DDrz,231.26
AAdk,BBtw,CCst,DDcl,870.04
AAdk,BBtw,CChv,DDlp,777.17
AAdk,BBtw,CCst,DDcs,778.04
AAdk,BBrv,CChv,DDnt,362.4
AAdk,BBrv,CCst,DDnw,442.98
AAdk,BBrv,CChv,DDrz,566.69
AAdk,BBrv,CCst,DDcl,790.18
AAdk,BBrv,CChv,DDlp,152.42
AAdk,BBrv,CCst,DDcs,793.88
AAdk,BBtw,CChv,DDnt,858.6
AAdk,BBtw,CCst,DDnw,923.71
AAdk,BBtw,CChv,DDrz,700.65
AAdk,BBtw,CCst,DDcl,317.88
AAdk,BBtw,CChv,DDlp,382.29
AAdk,BBtw,CCst,DDcs,991.28
