Import-AAdk,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,135.26
AAdk,BBtw,CChv,DDtv,EEmn,147.73
AAdk,BBtw,CChv,DDpw,EEfh,790.27
AAdk,BBtw,CChv,DDnt,EElp,666.56
AAdk,BBtw,CChv,DDtv,EEfx,667.04
AAdk,BBtw,CChv,DDpw,EEhr,927.63
AAdk,BBtw,CChv,DDnt,EEhl,672.74
AAdk,BBtw,CChv,DDtv,EEdn,927.32
AAdk,BBtw,CChv,DDpw,EEmn,803.66
AAdk,BBst,CChv,DDnt,EEdn,36.57
AAdk,BBst,CChv,DDtv,EEmn,165.54
AAdk,BBst,CChv,DDpw,EEfh,806.28
AAdk,BBst,CChv,DDnt,EElp,680.45
AAdk,BBst,CChv,DDtv,EEfx,939.21
AAdk,BBst,CChv,DDpw,EEhr,303.23
AAdk,BBst,CChv,DDnt,EEhl,687.24
AAdk,BBst,CChv,DDtv,EEdn,311.97
AAdk,BBst,CChv,DDpw,EEmn,183.22
AAdk,BBtw,CChv,DDnt,EEdn,314.1
AAdk,BBtw,CChv,DDtv,EEmn,959.58
AAdk,BBtw,CChv,DDpw,EEfh,63.12
AAdk,BBtw,CChv,DDnt,EElp,705.13
AAdk,BBtw,CChv,DDtv,EEfx,198.19
AAdk,BBtw,CChv,DDpw,EEhr,332.88
AAdk,BBtw,CChv,DDnt,EEhl,974.26
AAdk,BBtw,CChv,DDtv,EEdn,212.2
AAdk,BBtw,CChv,DDpw,EEmn,727.93
AAdk,BBst,CChv,DDnt,EEdn,219.39
AAdk,BBst,CChv,DDtv,EEmn,347.68
AAdk,BBst,CChv,DDpw,EEfh,606.01
AAdk,BBst,CChv,DDnt,EElp,483.79
AAdk,BBst,CChv,DDtv,EEfx,612.64
AAdk,BBst,CChv,DDpw,EEhr,870.83
AAdk,BBst,CChv,DDnt,EEhl,105.36
AAdk,BBst,CChv,DDtv,EEdn,620.09
AAdk,BBst,CChv,DDpw,EEmn,119.33
