AA,BB,CC,Value
AA,BB,CC,Value
AAdk,BBtw,CChv,1.5
AAdk,BBdn,CCrv,4.09
AAdk,BBnw,CCtv,5.54
AAdk,BBtw,CCrz,5.96
AAdk,BBdn,CCfh,4.86
AAdk,BBnw,CCdl,8.44
AAdk,BBtw,CCjz,5.21
AAdk,BBdn,CChv,10.78
AAdk,BBnw,CCrv,10.59
AAnt,BBtw,CChv,11.06
AAnt,BBdn,CCrv,11.85
AAnt,BBnw,CCtv,11.54
AAnt,BBtw,CCrz,15.66
AAnt,BBdn,CCfh,11.92
AAnt,BBnw,CCdl,12.43
AAnt,BBtw,CCjz,16.74
AAnt,BBdn,CChv,19.86
AAnt,BBnw,CCrv,20.82
AAst,BBtw,CChv,19.02
AAst,BBdn,CCrv,20.75
AAst,BBnw,CCtv,23.29
AAst,BBtw,CCrz,25.27
AAst,BBdn,CCfh,26.17
AAst,BBnw,CCdl,5.48
AAst,BBtw,CCjz,7.93
AAst,BBdn,CChv,13.14
AAst,BBnw,CCrv,6.29
