Import-AAdk,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,260.97
AAdk,BBtw,CChv,DDtv,EEmn,901.49
AAdk,BBtw,CChv,DDnt,EEfh,645.22
AAdk,BBtw,CChv,DDtv,EElp,780.22
AAdk,BBtw,CChv,DDnt,EEfx,150.1
AAdk,BBtw,CChv,DDtv,EEdn,155.15
AAdk,BBst,CChv,DDnt,EEdn,411.84
AAdk,BBst,CChv,DDtv,EEmn,693.9
AAdk,BBst,CChv,DDnt,EEfh,442.38
AAdk,BBst,CChv,DDtv,EElp,315.2
AAdk,BBst,CChv,DDnt,EEfx,62.39
AAdk,BBst,CChv,DDtv,EEdn,62.37
AAdk,BBtw,CChv,DDnt,EEdn,458.74
AAdk,BBtw,CChv,DDtv,EEmn,586.48
AAdk,BBtw,CChv,DDnt,EEfh,593.08
AAdk,BBtw,CChv,DDtv,EElp,81.27
AAdk,BBtw,CChv,DDnt,EEfx,469.91
AAdk,BBtw,CChv,DDtv,EEdn,469.05
AAdk,BBst,CChv,DDnt,EEdn,357.83
AAdk,BBst,CChv,DDtv,EEmn,359.03
AAdk,BBst,CChv,DDnt,EEfh,243.44
AAdk,BBst,CChv,DDtv,EElp,633.83
AAdk,BBst,CChv,DDnt,EEfx,380.55
AAdk,BBst,CChv,DDtv,EEdn,894.86
