AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,257.74
AAdk,BBtw,CCst,DDnw,514.82
AAdk,BBtw,CCbx,DDrz,649.77
AAdk,BBtw,CChv,DDcl,14.84
AAdk,BBtw,CCst,DDlp,400.61
AAdk,BBtw,CCbx,DDcs,668.5
AAdk,BBtw,CChv,DDhm,927.74
AAdk,BBtw,CCst,DDdf,545.04
AAdk,BBtw,CCbx,DDjn,674.03
AAdk,BBrv,CChv,DDnt,933.91
AAdk,BBrv,CCst,DDnw,167.36
AAdk,BBrv,CCbx,DDrz,684.18
AAdk,BBrv,CChv,DDcl,941.06
AAdk,BBrv,CCst,DDlp,431.87
AAdk,BBrv,CCbx,DDcs,561.03
AAdk,BBrv,CChv,DDhm,825.51
AAdk,BBrv,CCst,DDdf,711.71
AAdk,BBrv,CCbx,DDjn,456.83
AAdk,BBtw,CChv,DDnt,969.59
AAdk,BBtw,CCst,DDnw,204.07
AAdk,BBtw,CCbx,DDrz,463.51
AAdk,BBtw,CChv,DDcl,473.25
AAdk,BBtw,CCst,DDlp,864.26
AAdk,BBtw,CCbx,DDcs,608.69
AAdk,BBtw,CChv,DDhm,224.88
AAdk,BBtw,CCst,DDdf,997.56
AAdk,BBtw,CCbx,DDjn,376.78
