AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,640.28
AAdk,BBtw,CCst,DDnw,258.86
AAdk,BBtw,CCbx,DDrz,260.26
AAdk,BBtw,CChv,DDcl,901.23
AAdk,BBtw,CCst,DDlp,778.27
AAdk,BBtw,CCbx,DDcs,275.25
AAdk,BBtw,CChv,DDhm,535.24
AAdk,BBtw,CCst,DDnt,409.58
AAdk,BBtw,CCbx,DDnw,411.12
AAdk,BBrv,CChv,DDnt,157.04
AAdk,BBrv,CCst,DDnw,33.41
AAdk,BBrv,CCbx,DDrz,931.54
AAdk,BBrv,CChv,DDcl,681.44
AAdk,BBrv,CCst,DDlp,42.09
AAdk,BBrv,CCbx,DDcs,809.6
AAdk,BBrv,CChv,DDhm,431.03
AAdk,BBrv,CCst,DDnt,560.66
AAdk,BBrv,CCbx,DDnw,694.21
AAdk,BBmn,CChv,DDnt,695.47
AAdk,BBmn,CCst,DDnw,438.73
AAdk,BBmn,CCbx,DDrz,830.71
AAdk,BBmn,CChv,DDcl,64.06
AAdk,BBmn,CCst,DDlp,192.87
AAdk,BBmn,CCbx,DDcs,962.71
AAdk,BBmn,CChv,DDhm,331.6
AAdk,BBmn,CCst,DDnt,331.37
AAdk,BBmn,CCbx,DDnw,974.19
AAdk,BBtw,CChv,DDnt,848.58
AAdk,BBtw,CCst,DDnw,984.6
AAdk,BBtw,CCbx,DDrz,613.35
AAdk,BBtw,CChv,DDcl,486.36
AAdk,BBtw,CCst,DDlp,363.23
AAdk,BBtw,CCbx,DDcs,758.71
AAdk,BBtw,CChv,DDhm,503.48
AAdk,BBtw,CCst,DDnt,636.2
AAdk,BBtw,CCbx,DDnw,511.02
