Import-AAdk,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,897.62
AAdk,BBtw,CChv,DDtv,EEmn,776.08
AAdk,BBtw,CChv,DDpw,EEfh,524.46
AAdk,BBtw,CChv,DDnt,EElp,656.36
AAdk,BBtw,CChv,DDtv,EEfx,272.17
AAdk,BBtw,CChv,DDpw,EEhr,785.37
AAdk,BBtw,CChv,DDnt,EEhl,784.19
AAdk,BBtw,CChv,DDtv,EEdn,408.52
AAdk,BBtw,CChv,DDpw,EEmn,281.45
AAdk,BBst,CChv,DDnt,EEdn,794.43
AAdk,BBst,CChv,DDtv,EEmn,410.92
AAdk,BBst,CChv,DDpw,EEfh,795.48
AAdk,BBst,CChv,DDnt,EElp,670.62
AAdk,BBst,CChv,DDtv,EEfx,287.92
AAdk,BBst,CChv,DDpw,EEhr,417.14
AAdk,BBst,CChv,DDnt,EEhl,931.73
AAdk,BBst,CChv,DDtv,EEdn,291.48
AAdk,BBst,CChv,DDpw,EEmn,680.7
AAdk,BBtw,CChv,DDnt,EEdn,298.39
AAdk,BBtw,CChv,DDtv,EEmn,555.04
AAdk,BBtw,CChv,DDpw,EEfh,948.21
AAdk,BBtw,CChv,DDnt,EElp,954.49
AAdk,BBtw,CChv,DDtv,EEfx,961.28
AAdk,BBtw,CChv,DDpw,EEhr,450.21
AAdk,BBtw,CChv,DDnt,EEhl,584.44
AAdk,BBtw,CChv,DDtv,EEdn,200.69
AAdk,BBtw,CChv,DDpw,EEmn,974.36
AAdk,BBst,CChv,DDnt,EEdn,858.37
AAdk,BBst,CChv,DDtv,EEmn,611.07
AAdk,BBst,CChv,DDpw,EEfh,612.19
AAdk,BBst,CChv,DDnt,EElp,234.72
AAdk,BBst,CChv,DDtv,EEfx,237.82
AAdk,BBst,CChv,DDpw,EEhr,888.13
AAdk,BBst,CChv,DDnt,EEhl,118.41
AAdk,BBst,CChv,DDtv,EEdn,504.18
AAdk,BBst,CChv,DDpw,EEmn,510.86
