AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,134.46
AAdk,BBtw,CCst,DDnw,135.72
AAdk,BBtw,CCbx,DDrz,138.67
AAdk,BBtw,CChv,DDcl,269.99
AAdk,BBtw,CCst,DDlp,653.02
AAdk,BBtw,CCbx,DDcs,18.97
AAdk,BBtw,CChv,DDhm,531.17
AAdk,BBtw,CCst,DDnt,790.9
AAdk,BBtw,CCbx,DDnw,283.09
AAdk,BBrv,CChv,DDnt,422.71
AAdk,BBrv,CCst,DDnw,170.65
AAdk,BBrv,CCbx,DDrz,47.78
AAdk,BBrv,CChv,DDcl,560.5
AAdk,BBrv,CCst,DDlp,49.94
AAdk,BBrv,CCbx,DDcs,303.08
AAdk,BBrv,CChv,DDhm,436.25
AAdk,BBrv,CCst,DDnt,570.88
AAdk,BBrv,CCbx,DDnw,328.3
AAdk,BBtw,CChv,DDnt,588.76
AAdk,BBtw,CCst,DDnw,974.74
AAdk,BBtw,CCbx,DDrz,854.45
AAdk,BBtw,CChv,DDcl,351.5
AAdk,BBtw,CCst,DDlp,628.41
AAdk,BBtw,CCbx,DDcs,633.77
AAdk,BBtw,CChv,DDhm,634.87
AAdk,BBtw,CCst,DDnt,891.1
AAdk,BBtw,CCbx,DDnw,124.86
