Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,704.69
AAdk,BBtw,CCst,DDnw,34.08
AAdk,BBtw,CChv,DDrz,997.87
AAdk,BBtw,CCst,DDcl,102.75
AAdk,BBtw,CChv,DDlp,903.65
AAdk,BBtw,CCst,DDnt,391.65
AAdk,BBrv,CChv,DDnt,714.9
AAdk,BBrv,CCst,DDnw,331.03
AAdk,BBrv,CChv,DDrz,555.07
AAdk,BBrv,CCst,DDcl,877.44
AAdk,BBrv,CChv,DDlp,847.18
AAdk,BBrv,CCst,DDnt,887.6
AAdk,BBtw,CChv,DDnt,434.6
AAdk,BBtw,CCst,DDnw,599.22
AAdk,BBtw,CChv,DDrz,760.8
AAdk,BBtw,CCst,DDcl,857.54
AAdk,BBtw,CChv,DDlp,379.72
AAdk,BBtw,CCst,DDnt,543.82
