AA,BB,CC,DD,EE,FF,Value
AA,BB,CC,DD,EE,FF,Value
AAdk,BBtw,CChv,DDnt,EEdn,FFrv,99.85
AAdk,BBtw,CCtv,DDmn,EEdn,FFrz,72.02
AAdk,BBtw,CChv,DDcl,EEdn,FFrv,41.68
AAdk,BBtw,CCtv,DDhz,EEdn,FFrz,43.58
AAst,BBnw,CChv,DDnt,EEdn,FFrv,76.58
AAst,BBnw,CCtv,DDmn,EEdn,FFrz,77.4
AAst,BBnw,CChv,DDcl,EEdn,FFrv,45.46
AAst,BBnw,CCtv,DDhz,EEdn,FFrz,44.3
AAdk,BBpw,CChv,DDnt,EEdn,FFrv,81.05
AAdk,BBpw,CCtv,DDmn,EEdn,FFrz,52.13
AAdk,BBpw,CChv,DDcl,EEdn,FFrv,62.93
AAdk,BBpw,CCtv,DDhz,EEdn,FFrz,57.15
AAst,BBlp,CChv,DDnt,EEdn,FFrv,58.96
AAst,BBlp,CCtv,DDmn,EEdn,FFrz,91.91
AAst,BBlp,CChv,DDcl,EEdn,FFrv,60.25
AAst,BBlp,CCtv,DDhz,EEdn,FFrz,62.79
