AA,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,0.5
AAdk,BBtw,CCst,DDnw,5.94
AAdk,BBtw,CChv,DDrz,6.19
AAdk,BBtw,CCst,DDcl,13.71
AAdk,BBtw,CChv,DDlp,15.67
AAdk,BBtw,CCst,DDcs,16.11
AAdn,BBrv,CChv,DDnt,16.89
AAdn,BBrv,CCst,DDnw,19.43
AAdn,BBrv,CChv,DDrz,20.32
AAdn,BBrv,CCst,DDcl,20.11
AAdn,BBrv,CChv,DDlp,20.34
AAdn,BBrv,CCst,DDcs,25.45
AAtv,BBmn,CChv,DDnt,26.3
AAtv,BBmn,CCst,DDnw,34.66
AAtv,BBmn,CChv,DDrz,37.15
AAtv,BBmn,CCst,DDcl,41.82
AAtv,BBmn,CChv,DDlp,43.85
AAtv,BBmn,CCst,DDcs,44.6
AAdk,BBpw,CChv,DDnt,46.74
AAdk,BBpw,CCst,DDnw,48.49
AAdk,BBpw,CChv,DDrz,49.34
AAdk,BBpw,CCst,DDcl,50.77
AAdk,BBpw,CChv,DDlp,53.98
AAdk,BBpw,CCst,DDcs,54.62
AAdn,BBdl,CChv,DDnt,60.08
AAdn,BBdl,CCst,DDnw,60.62
AAdn,BBdl,CChv,DDrz,60.75
AAdn,BBdl,CCst,DDcl,63.62
AAdn,BBdl,CChv,DDlp,63.32
AAdn,BBdl,CCst,DDcs,66.87
AAtv,BBhz,CChv,DDnt,68.57
AAtv,BBhz,CCst,DDnw,71.16
AAtv,BBhz,CChv,DDrz,78.95
AAtv,BBhz,CCst,DDcl,83.59
AAtv,BBhz,CChv,DDlp,84.2
AAtv,BBhz,CCst,DDcs,85.18
AAdk,BBqx,CChv,DDnt,85.46
AAdk,BBqx,CCst,DDnw,87.95
AAdk,BBqx,CChv,DDrz,87.85
AAdk,BBqx,CCst,DDcl,91.78
AAdk,BBqx,CChv,DDlp,93.67
AAdk,BBqx,CCst,DDcs,97.22
